股票代码,买入日期,卖出日期,买入价格(前复权),卖出价格(前复权),涨幅
688216,2026-04-03,2026-04-07,27.22,26.46,-0.0279
600657,2026-04-03,2026-04-07,3.0,2.94,-0.02
600231,2026-04-02,2026-04-03,2.06,2.03,-0.0146
000002,2026-04-02,2026-04-03,4.01,3.92,-0.0224
601992,2026-04-01,2026-04-02,1.82,1.79,-0.0165
601279,2026-04-01,2026-04-02,4.3,4.19,-0.0256
000590,2026-04-01,2026-04-02,11.88,11.96,0.0067
000868,2026-04-01,2026-04-02,4.63,4.6,-0.0065
000877,2026-04-01,2026-04-02,5.06,5.03,-0.0059
002678,2026-04-01,2026-04-02,5.5,5.24,-0.0473
688079,2026-04-01,2026-04-02,12.38,12.55,0.0137
002471,2026-04-01,2026-04-02,9.22,8.76,-0.0499
000069,2026-04-01,2026-04-02,2.2,2.21,0.0045
000898,2026-04-01,2026-04-02,2.4,2.37,-0.0125
000629,2026-04-01,2026-04-02,3.4,3.37,-0.0088
301237,2026-04-01,2026-04-02,52.9,52.95,0.0009
000790,2026-04-01,2026-04-02,4.18,4.19,0.0024
300586,2026-04-01,2026-04-02,9.36,9.25,-0.0118
300077,2026-04-01,2026-04-02,20.7,20.15,-0.0266
002068,2026-04-01,2026-04-02,8.95,8.64,-0.0346
688505,2026-04-01,2026-04-02,8.03,8.26,0.0286
000670,2026-04-01,2026-04-02,8.98,8.52,-0.0512
300552,2026-04-01,2026-04-02,25.8,25.8,0.0
600252,2026-04-01,2026-04-02,2.56,2.57,0.0039
600343,2026-04-01,2026-04-02,34.35,32.94,-0.041
300283,2026-04-01,2026-04-02,7.87,7.78,-0.0114
002640,2026-04-01,2026-04-02,3.61,3.56,-0.0139
300659,2026-04-01,2026-04-02,13.4,13.27,-0.0097
300426,2026-04-01,2026-04-02,7.96,7.9,-0.0075
688562,2026-04-01,2026-04-02,19.68,19.01,-0.034
600876,2026-04-01,2026-04-02,10.12,10.0,-0.0119
300289,2026-04-01,2026-04-02,6.77,6.82,0.0074
688556,2026-04-01,2026-04-02,13.46,13.73,0.0201
600399,2026-04-01,2026-04-02,6.11,5.98,-0.0213
300579,2026-04-01,2026-04-02,27.5,27.32,-0.0065
601005,2026-04-01,2026-04-02,1.44,1.43,-0.0069
002715,2026-04-01,2026-04-02,15.48,14.77,-0.0459
002059,2026-04-01,2026-04-02,5.14,5.08,-0.0117
300227,2026-04-01,2026-04-02,11.2,11.03,-0.0152
601828,2026-04-01,2026-04-02,2.44,2.41,-0.0123
600135,2026-03-30,2026-03-31,9.5,11.6,0.2211
600151,2026-03-30,2026-03-31,12.79,13.59,0.0625
300374,2026-03-30,2026-03-31,13.96,14.23,0.0193
600719,2026-03-30,2026-03-31,7.15,7.05,-0.014
002813,2026-03-30,2026-03-31,24.43,24.55,0.0049
688347,2026-03-30,2026-03-31,110.38,110.8,0.0038
002092,2026-03-27,2026-03-30,6.94,7.18,0.0346
688023,2026-03-27,2026-03-30,46.36,46.6,0.0052
600055,2026-03-27,2026-03-30,14.2,14.42,0.0155
000068,2026-03-27,2026-03-30,3.32,3.42,0.0301
002136,2026-03-26,2026-03-27,12.5,12.12,-0.0304
688031,2026-03-26,2026-03-27,147.0,137.0,-0.068
688062,2026-03-26,2026-03-27,32.88,33.86,0.0298
000509,2026-03-26,2026-03-27,4.58,4.26,-0.0699
002129,2026-03-26,2026-03-27,9.64,9.05,-0.0612
605588,2026-03-25,2026-03-26,50.69,52.39,0.0335
600655,2026-03-25,2026-03-26,4.59,4.64,0.0109
002766,2026-03-25,2026-03-26,4.97,5.0,0.006
603912,2026-03-25,2026-03-26,9.54,9.75,0.022
600331,2026-03-25,2026-03-26,14.9,14.52,-0.0255
300323,2026-03-24,2026-03-25,10.13,10.34,0.0207
688132,2026-03-23,2026-03-24,16.58,15.95,-0.038
300846,2026-03-23,2026-03-24,29.58,28.91,-0.0227
300006,2026-03-20,2026-03-23,4.84,4.63,-0.0434
600688,2026-03-20,2026-03-23,3.05,2.97,-0.0262
000014,2026-03-19,2026-03-20,15.56,15.24,-0.0206
300554,2026-03-19,2026-03-20,24.92,24.5,-0.0169
603333,2026-03-18,2026-03-19,8.22,8.15,-0.0085
300765,2026-03-18,2026-03-19,32.33,32.02,-0.0096
600433,2026-03-12,2026-03-13,3.81,3.8,-0.0026
002213,2026-03-09,2026-03-10,27.48,28.05,0.0207
920985,2026-03-02,2026-03-03,7.9,7.81,-0.0114
300051,2026-02-27,2026-03-02,9.94,9.65,-0.0292
301152,2026-02-24,2026-02-25,29.6,30.0,0.0135
002759,2026-02-13,2026-02-24,35.63,38.03,0.0674
002072,2026-02-12,2026-02-13,7.69,8.03,0.0442
300448,2026-02-02,2026-02-03,9.24,9.03,-0.0227
300087,2026-02-02,2026-02-03,8.88,8.9,0.0023
300609,2026-01-07,2026-01-08,41.02,41.8,0.019
920030,2025-12-25,2025-12-26,6.73,6.75,0.003
300581,2025-12-15,2025-12-16,16.3,16.16,-0.0086
301378,2025-12-03,2025-12-04,31.72,30.25,-0.0463
300266,2025-12-03,2025-12-04,2.55,2.5,-0.0196
920748,2025-11-25,2025-11-26,50.0,50.59,0.0118
688428,2025-11-17,2025-11-18,25.42,24.76,-0.026
688347,2025-11-10,2025-11-11,123.2,120.0,-0.026
603458,2025-11-03,2025-11-04,8.7,8.61,-0.0103
002712,2025-11-03,2025-11-04,5.58,5.69,0.0197
603028,2025-11-03,2025-11-04,8.24,8.28,0.0049
000678,2025-11-03,2025-11-04,13.39,13.7,0.0232
002086,2025-11-03,2025-11-04,2.57,2.6,0.0117
603318,2025-11-03,2025-11-04,6.91,7.01,0.0145
600340,2025-11-03,2025-11-04,2.12,2.14,0.0094
603959,2025-11-03,2025-11-04,7.11,7.2,0.0127
600616,2025-11-03,2025-11-04,5.71,5.76,0.0088
600791,2025-11-03,2025-11-04,5.13,5.22,0.0175
605055,2025-11-03,2025-11-04,9.28,9.28,0.0
603779,2025-11-03,2025-11-04,7.03,7.14,0.0156
603578,2025-11-03,2025-11-04,13.39,13.36,-0.0022
603669,2025-11-03,2025-11-04,5.61,5.69,0.0143
600159,2025-11-03,2025-11-04,3.11,3.16,0.0161
600538,2025-11-03,2025-11-04,5.71,5.94,0.0403
002323,2025-11-03,2025-11-04,1.78,1.82,0.0225
000890,2025-11-03,2025-11-04,4.67,4.77,0.0214
688033,2025-11-03,2025-11-04,7.2,7.13,-0.0097
603330,2025-11-03,2025-11-04,8.24,8.2,-0.0049
600322,2025-11-03,2025-11-04,2.52,2.56,0.0159
601700,2025-11-03,2025-11-04,4.8,4.89,0.0187
002923,2025-11-03,2025-11-04,13.46,13.55,0.0067
002146,2025-11-03,2025-11-04,1.6,1.63,0.0187
603116,2025-11-03,2025-11-04,5.87,5.87,0.0
601588,2025-11-03,2025-11-04,1.9,1.9,0.0
600121,2025-11-03,2025-11-04,5.25,5.23,-0.0038
601279,2025-11-03,2025-11-04,4.35,4.38,0.0069
600844,2025-11-03,2025-11-04,3.13,3.2,0.0224
002845,2025-11-03,2025-11-04,13.81,14.15,0.0246
600537,2025-11-03,2025-11-04,3.87,3.98,0.0284
600187,2025-11-03,2025-11-04,2.78,2.78,0.0
600337,2025-11-03,2025-11-04,2.13,2.23,0.0469
600586,2025-11-03,2025-11-04,5.41,5.6,0.0351
600860,2025-11-03,2025-11-04,12.3,12.3,0.0
603636,2025-11-03,2025-11-04,12.04,12.14,0.0083
600622,2025-11-03,2025-11-04,2.79,3.09,0.1075
603536,2025-11-03,2025-11-04,11.37,12.15,0.0686
000510,2025-11-03,2025-11-04,5.63,5.91,0.0497
002207,2025-11-03,2025-11-04,8.17,8.24,0.0086
605399,2025-11-03,2025-11-04,13.31,13.29,-0.0015
000926,2025-11-03,2025-11-04,2.55,2.53,-0.0078
002883,2025-11-03,2025-11-04,11.7,11.74,0.0034
600217,2025-11-03,2025-11-04,4.3,4.28,-0.0047
600658,2025-11-03,2025-11-04,6.29,6.32,0.0048
600683,2025-11-03,2025-11-04,5.16,4.89,-0.0523
603768,2025-11-03,2025-11-04,12.25,12.34,0.0073
603818,2025-11-03,2025-11-04,4.05,4.05,0.0
600192,2025-11-03,2025-11-04,10.0,10.44,0.044
000607,2025-11-03,2025-11-04,4.37,4.47,0.0229
600227,2025-11-03,2025-11-04,2.4,2.44,0.0167
600626,2025-11-03,2025-11-04,5.36,5.22,-0.0261
603316,2025-11-03,2025-11-04,13.42,14.1,0.0507
600543,2025-11-03,2025-11-04,6.18,6.36,0.0291
600135,2025-11-03,2025-11-04,7.57,7.63,0.0079
002470,2025-11-03,2025-11-04,1.84,1.86,0.0109
603982,2025-11-03,2025-11-04,9.42,9.43,0.0011
688496,2025-10-31,2025-11-04,8.82,6.43,-0.271
600807,2025-11-03,2025-11-04,3.27,3.36,0.0275
600756,2025-11-03,2025-11-04,16.85,16.8,-0.003
600992,2025-11-03,2025-11-04,14.33,15.13,0.0558
600448,2025-11-03,2025-11-04,3.57,3.6,0.0084
600476,2025-11-03,2025-11-04,17.32,17.48,0.0092
000881,2025-11-03,2025-11-04,8.17,8.28,0.0135
603378,2025-11-03,2025-11-04,8.22,7.72,-0.0608
600463,2025-11-03,2025-11-04,12.22,12.21,-0.0008
600868,2025-11-03,2025-11-04,2.9,2.93,0.0103
603660,2025-11-03,2025-11-04,8.69,8.76,0.0081
603880,2025-11-03,2025-11-04,6.65,6.83,0.0271
600876,2025-11-03,2025-11-04,11.06,11.02,-0.0036
605366,2025-11-03,2025-11-04,6.15,6.22,0.0114
603399,2025-11-03,2025-11-04,10.57,10.55,-0.0019
002455,2025-11-03,2025-11-04,7.11,7.15,0.0056
002520,2025-11-03,2025-11-04,6.04,6.05,0.0017
600847,2025-11-03,2025-11-04,12.62,12.64,0.0016
603711,2025-11-03,2025-11-04,13.17,13.25,0.0061
603488,2025-11-03,2025-11-04,8.28,8.31,0.0036
000679,2025-11-03,2025-11-04,9.18,9.05,-0.0142
600303,2025-11-03,2025-11-04,3.83,3.87,0.0104
000859,2025-11-03,2025-11-04,6.37,6.38,0.0016
600939,2025-11-03,2025-11-04,3.17,3.21,0.0126
600207,2025-11-03,2025-11-04,5.8,5.88,0.0138
600676,2025-11-03,2025-11-04,6.39,6.46,0.011
002629,2025-11-03,2025-11-04,8.44,8.69,0.0296
002072,2025-11-03,2025-11-04,7.51,7.51,0.0
600405,2025-11-03,2025-11-04,5.56,5.83,0.0486
603222,2025-11-03,2025-11-04,10.4,10.25,-0.0144
603879,2025-11-03,2025-11-04,6.2,6.17,-0.0048
000826,2025-11-03,2025-11-04,2.45,2.6,0.0612
002542,2025-11-03,2025-11-04,3.73,3.76,0.008
002382,2025-11-03,2025-11-04,5.51,5.51,0.0
600984,2025-11-03,2025-11-04,3.87,4.0,0.0336
600433,2025-11-03,2025-11-04,3.26,3.28,0.0061
002622,2025-11-03,2025-11-04,3.33,3.45,0.036
002238,2025-11-03,2025-11-04,8.5,8.69,0.0224
000889,2025-11-03,2025-11-04,3.76,3.93,0.0452
603001,2025-11-03,2025-11-04,8.97,9.26,0.0323
600653,2025-11-03,2025-11-04,2.05,2.1,0.0244
002567,2025-11-03,2025-11-04,4.77,4.8,0.0063
000710,2025-11-03,2025-11-04,13.61,13.6,-0.0007
002109,2025-11-03,2025-11-04,3.71,3.75,0.0108
603528,2025-11-03,2025-11-04,8.71,8.8,0.0103
600691,2025-11-03,2025-11-04,2.86,2.89,0.0105
300287,2025-11-03,2025-11-04,5.58,5.57,-0.0018
600730,2025-11-03,2025-11-04,10.19,10.18,-0.001
600692,2025-10-31,2025-11-03,8.48,8.38,-0.0118
600215,2025-10-31,2025-11-03,7.51,7.56,0.0067
002574,2025-10-31,2025-11-03,5.64,5.71,0.0124
603777,2025-10-31,2025-11-03,12.47,12.78,0.0249
002022,2025-10-31,2025-11-03,6.4,6.6,0.0312
600319,2025-10-31,2025-11-03,8.27,8.64,0.0447
000632,2025-10-31,2025-11-03,4.12,4.22,0.0243
920198,2025-10-31,2025-11-03,10.98,11.09,0.01
300665,2025-10-31,2025-11-03,9.16,9.45,0.0317
002663,2025-10-31,2025-11-03,2.32,2.37,0.0216
300318,2025-10-31,2025-11-03,5.64,5.78,0.0248
002547,2025-10-31,2025-11-03,5.07,5.1,0.0059
300786,2025-10-31,2025-11-03,16.7,16.8,0.006
000590,2025-10-31,2025-11-03,12.45,12.44,-0.0008
300340,2025-10-31,2025-11-03,14.08,14.26,0.0128
300597,2025-10-31,2025-11-03,9.12,9.14,0.0022
002037,2025-10-31,2025-11-03,10.15,10.29,0.0138
300264,2025-10-31,2025-11-03,5.67,5.86,0.0335
603937,2025-10-31,2025-11-03,12.55,12.84,0.0231
603030,2025-10-31,2025-11-03,3.39,3.48,0.0265
300359,2025-10-31,2025-11-03,5.47,5.63,0.0293
300670,2025-10-31,2025-11-03,8.56,9.15,0.0689
300780,2025-10-31,2025-11-03,18.0,18.11,0.0061
300582,2025-10-31,2025-11-03,14.63,15.08,0.0308
300329,2025-10-31,2025-11-03,17.33,17.5,0.0098
603356,2025-10-31,2025-11-03,15.3,15.47,0.0111
300169,2025-10-31,2025-11-03,6.95,6.8,-0.0216
600725,2025-10-31,2025-11-03,3.66,3.7,0.0109
002631,2025-10-31,2025-11-03,5.36,5.39,0.0056
000068,2025-10-31,2025-11-03,3.89,3.82,-0.018
600302,2025-10-31,2025-11-03,8.9,9.5,0.0674
603212,2025-10-31,2025-11-03,11.64,11.6,-0.0034
600889,2025-10-31,2025-11-03,15.29,15.79,0.0327
300614,2025-10-31,2025-11-03,14.17,14.45,0.0198
920575,2025-10-31,2025-11-03,14.44,13.83,-0.0422
600743,2025-10-31,2025-11-03,2.1,2.1,0.0
002702,2025-10-31,2025-11-03,4.79,4.8,0.0021
001366,2025-10-31,2025-11-03,13.3,13.43,0.0098
603803,2025-10-31,2025-11-03,9.45,9.21,-0.0254
603359,2025-10-31,2025-11-03,8.5,8.56,0.0071
688701,2025-10-31,2025-11-03,9.1,9.1,0.0
300084,2025-10-31,2025-11-03,9.68,9.75,0.0072
600280,2025-10-31,2025-11-03,3.24,3.28,0.0123
300719,2025-10-31,2025-11-03,16.58,16.69,0.0066
600545,2025-10-31,2025-11-03,2.95,2.98,0.0102
300051,2025-10-31,2025-11-03,6.53,6.8,0.0413
600408,2025-10-31,2025-11-03,3.1,3.14,0.0129
603778,2025-10-31,2025-11-03,4.52,4.62,0.0221
000925,2025-10-31,2025-11-03,7.82,7.85,0.0038
300675,2025-10-31,2025-11-03,16.8,17.17,0.022
002795,2025-10-31,2025-11-03,5.17,5.22,0.0097
603709,2025-10-31,2025-11-03,15.16,15.37,0.0139
300551,2025-10-31,2025-11-03,13.18,13.13,-0.0038
300564,2025-10-31,2025-11-03,16.3,16.4,0.0061
002672,2025-10-31,2025-11-03,4.89,4.97,0.0164
603122,2025-10-31,2025-11-03,9.56,10.77,0.1266
000545,2025-10-31,2025-11-03,2.77,2.84,0.0253
301062,2025-10-31,2025-11-03,8.13,8.29,0.0197
920300,2025-10-31,2025-11-03,17.98,18.0,0.0011
002548,2025-10-31,2025-11-03,4.94,4.99,0.0101
300961,2025-10-31,2025-11-03,16.02,16.19,0.0106
600119,2025-10-31,2025-11-03,8.86,8.95,0.0102
300266,2025-10-31,2025-11-03,2.57,2.62,0.0195
002084,2025-10-31,2025-11-03,3.93,3.94,0.0025
002193,2025-10-31,2025-11-03,5.4,5.63,0.0426
600400,2025-10-31,2025-11-03,2.54,2.61,0.0276
002369,2025-10-31,2025-11-03,8.51,8.69,0.0212
600800,2025-10-31,2025-11-03,3.78,3.85,0.0185
300076,2025-10-31,2025-11-03,6.41,6.56,0.0234
000882,2025-10-31,2025-11-03,1.92,1.95,0.0156
605136,2025-10-31,2025-11-03,9.25,9.66,0.0443
002596,2025-10-31,2025-11-03,4.21,4.3,0.0214
000797,2025-10-31,2025-11-03,2.88,3.04,0.0556
002856,2025-10-31,2025-11-03,11.04,11.33,0.0263
300510,2025-10-31,2025-11-03,4.25,4.31,0.0141
600152,2025-10-31,2025-11-03,6.67,6.84,0.0255
603719,2025-10-31,2025-11-03,12.15,12.43,0.023
300659,2025-10-31,2025-11-03,15.38,15.79,0.0267
002798,2025-10-31,2025-11-03,6.06,6.33,0.0446
300013,2025-10-31,2025-11-03,4.31,4.41,0.0232
600470,2025-10-31,2025-11-03,6.0,6.17,0.0283
000790,2025-10-31,2025-11-03,3.87,3.99,0.031
002853,2025-10-31,2025-11-03,12.48,12.99,0.0409
300242,2025-10-31,2025-11-03,4.53,4.8,0.0596
000663,2025-10-31,2025-11-03,7.16,7.39,0.0321
600202,2025-10-31,2025-11-03,6.06,6.24,0.0297
920642,2025-10-31,2025-11-03,16.53,16.92,0.0236
301111,2025-10-31,2025-11-03,16.8,17.2,0.0238
300291,2025-10-31,2025-11-03,6.03,6.25,0.0365
002431,2025-10-31,2025-11-03,2.38,2.66,0.1176
002453,2025-10-31,2025-11-03,6.51,6.56,0.0077
603912,2025-10-31,2025-11-03,8.52,8.6,0.0094
300305,2025-10-31,2025-11-03,6.3,6.41,0.0175
688509,2025-10-31,2025-11-03,4.7,4.8,0.0213
002805,2025-10-31,2025-11-03,14.7,14.85,0.0102
600594,2025-10-31,2025-11-03,4.1,4.21,0.0268
000782,2025-10-31,2025-11-03,5.41,5.65,0.0444
600333,2025-10-31,2025-11-03,6.72,6.95,0.0342
300583,2025-10-30,2025-10-31,15.04,15.03,-0.0007
002331,2025-10-30,2025-10-31,8.59,8.42,-0.0198
002634,2025-10-30,2025-10-31,5.1,4.95,-0.0294
603729,2025-10-30,2025-10-31,17.04,16.6,-0.0258
300798,2025-10-30,2025-10-31,7.57,7.52,-0.0066
300081,2025-10-30,2025-10-31,5.25,5.27,0.0038
688609,2025-10-30,2025-10-31,9.83,9.96,0.0132
300141,2025-10-30,2025-10-31,11.7,11.37,-0.0282
002679,2025-10-30,2025-10-31,11.55,12.73,0.1022
000713,2025-10-30,2025-10-31,6.89,6.9,0.0015
000759,2025-10-30,2025-10-31,7.19,7.2,0.0014
600855,2025-10-30,2025-10-31,15.2,15.87,0.0441
300884,2025-10-30,2025-10-31,13.67,13.41,-0.019
920427,2025-10-30,2025-10-31,15.17,15.01,-0.0105
000659,2025-10-30,2025-10-31,2.82,2.77,-0.0177
000695,2025-10-30,2025-10-31,10.73,10.83,0.0093
300460,2025-10-30,2025-10-31,9.58,9.54,-0.0042
301193,2025-10-30,2025-10-31,18.68,18.27,-0.0219
300948,2025-10-30,2025-10-31,20.57,20.95,0.0185
301519,2025-10-30,2025-10-31,14.26,14.27,0.0007
002694,2025-10-30,2025-10-31,4.25,4.14,-0.0259
002995,2025-10-30,2025-10-31,17.16,17.02,-0.0082
300197,2025-10-30,2025-10-31,2.1,2.02,-0.0381
920152,2025-10-30,2025-10-31,23.58,23.6,0.0008
300767,2025-10-30,2025-10-31,25.58,21.85,-0.1458
001278,2025-10-30,2025-10-31,18.82,18.72,-0.0053
300248,2025-10-30,2025-10-31,12.32,12.16,-0.013
002861,2025-10-30,2025-10-31,20.18,19.72,-0.0228
600665,2025-10-30,2025-10-31,3.52,3.44,-0.0227
000886,2025-10-30,2025-10-31,7.39,7.34,-0.0068
300616,2025-10-30,2025-10-31,12.57,12.29,-0.0223
002329,2025-10-30,2025-10-31,3.58,3.52,-0.0168
002187,2025-10-30,2025-10-31,6.42,6.33,-0.014
300513,2025-10-30,2025-10-31,9.89,9.76,-0.0131
300106,2025-10-30,2025-10-31,11.14,11.03,-0.0099
002910,2025-10-30,2025-10-31,10.47,10.55,0.0076
300094,2025-10-30,2025-10-31,3.51,3.45,-0.0171
600397,2025-10-30,2025-10-31,7.74,7.41,-0.0426
600798,2025-10-30,2025-10-31,4.16,4.17,0.0024
300426,2025-10-30,2025-10-31,9.08,8.82,-0.0286
002218,2025-10-30,2025-10-31,3.69,3.64,-0.0136
300261,2025-10-30,2025-10-31,7.2,7.1,-0.0139
002875,2025-10-30,2025-10-31,18.2,17.85,-0.0192
300599,2025-10-30,2025-10-31,7.65,7.63,-0.0026
300625,2025-10-30,2025-10-31,12.47,12.19,-0.0225
920436,2025-10-30,2025-10-31,18.39,18.15,-0.0131
301218,2025-10-30,2025-10-31,21.19,21.03,-0.0076
300215,2025-10-30,2025-10-31,6.13,6.07,-0.0098
300700,2025-10-30,2025-10-31,12.19,11.74,-0.0369
002474,2025-10-30,2025-10-31,8.05,8.03,-0.0025
300894,2025-10-30,2025-10-31,12.14,12.25,0.0091
600706,2025-10-30,2025-10-31,10.25,10.15,-0.0098
920433,2025-10-30,2025-10-31,6.68,6.7,0.003
600503,2025-10-30,2025-10-31,3.14,3.09,-0.0159
002582,2025-10-30,2025-10-31,9.76,9.8,0.0041
002348,2025-10-30,2025-10-31,4.33,4.29,-0.0092
300449,2025-10-30,2025-10-31,7.01,6.96,-0.0071
002806,2025-10-30,2025-10-31,13.76,13.6,-0.0116
300656,2025-10-30,2025-10-31,23.25,23.01,-0.0103
300996,2025-10-30,2025-10-31,16.91,16.93,0.0012
920090,2025-10-30,2025-10-31,7.35,7.44,0.0122
920266,2025-10-30,2025-10-31,10.39,10.23,-0.0154
000692,2025-10-30,2025-10-31,3.8,3.73,-0.0184
002279,2025-10-30,2025-10-31,7.56,7.61,0.0066
920781,2025-10-30,2025-10-31,10.69,10.46,-0.0215
301302,2025-10-30,2025-10-31,23.35,23.16,-0.0081
300451,2025-10-30,2025-10-31,4.65,4.6,-0.0108
605122,2025-10-30,2025-10-31,13.43,13.36,-0.0052
300370,2025-10-30,2025-10-31,2.91,2.86,-0.0172
300639,2025-10-30,2025-10-31,5.77,5.71,-0.0104
002272,2025-10-30,2025-10-31,16.0,15.55,-0.0281
301116,2025-10-30,2025-10-31,10.84,10.9,0.0055
002339,2025-10-30,2025-10-31,8.08,7.84,-0.0297
300730,2025-10-30,2025-10-31,17.0,17.5,0.0294
300849,2025-10-30,2025-10-31,14.63,14.44,-0.013
300299,2025-10-30,2025-10-31,6.48,6.35,-0.0201
000619,2025-10-30,2025-10-31,6.21,6.15,-0.0097
300289,2025-10-30,2025-10-31,7.34,7.28,-0.0082
000819,2025-10-30,2025-10-31,17.98,17.41,-0.0317
603626,2025-10-30,2025-10-31,12.89,12.6,-0.0225
000428,2025-10-30,2025-10-31,3.24,3.2,-0.0123
002638,2025-10-30,2025-10-31,2.64,2.61,-0.0114
002512,2025-10-30,2025-10-31,4.94,4.84,-0.0202
600239,2025-10-29,2025-10-30,2.7,2.66,-0.0148
603335,2025-10-29,2025-10-30,6.07,5.95,-0.0198
600792,2025-10-29,2025-10-30,4.65,4.74,0.0194
920564,2025-10-29,2025-10-30,22.51,23.9,0.0618
300536,2025-10-29,2025-10-30,8.95,8.83,-0.0134
920175,2025-10-29,2025-10-30,13.0,13.6,0.0462
002682,2025-10-29,2025-10-30,5.24,5.04,-0.0382
300608,2025-10-29,2025-10-30,12.04,11.9,-0.0116
300025,2025-10-29,2025-10-30,6.3,6.17,-0.0206
002205,2025-10-29,2025-10-30,15.7,14.94,-0.0484
688620,2025-10-29,2025-10-30,12.35,12.1,-0.0202
300405,2025-10-29,2025-10-30,6.43,6.38,-0.0078
000955,2025-10-29,2025-10-30,5.56,5.61,0.009
300396,2025-10-29,2025-10-30,13.65,13.52,-0.0095
300497,2025-10-29,2025-10-30,10.2,10.06,-0.0137
688238,2025-10-29,2025-10-30,7.52,7.4,-0.016
300588,2025-10-29,2025-10-30,25.91,26.68,0.0297
300839,2025-10-29,2025-10-30,12.97,13.04,0.0054
301198,2025-10-29,2025-10-30,12.88,13.3,0.0326
300713,2025-10-29,2025-10-30,18.13,18.22,0.005
688373,2025-10-29,2025-10-30,7.71,7.44,-0.035
003029,2025-10-29,2025-10-30,27.0,27.5,0.0185
002800,2025-10-29,2025-10-30,14.85,14.46,-0.0263
300112,2025-10-29,2025-10-30,9.13,9.0,-0.0142
000995,2025-10-29,2025-10-30,13.68,13.4,-0.0205
002855,2025-10-29,2025-10-30,17.17,17.1,-0.0041
920475,2025-10-29,2025-10-30,18.5,19.5,0.0541
300490,2025-10-29,2025-10-30,11.33,11.5,0.015
000037,2025-10-29,2025-10-30,8.78,8.8,0.0023
002514,2025-10-29,2025-10-30,6.83,6.82,-0.0015
300074,2025-10-29,2025-10-30,4.93,4.85,-0.0162
002584,2025-10-29,2025-10-30,8.55,8.44,-0.0129
603679,2025-10-29,2025-10-30,16.7,16.42,-0.0168
920207,2025-10-29,2025-10-30,22.77,24.38,0.0707
002921,2025-10-29,2025-10-30,15.98,15.75,-0.0144
300417,2025-10-29,2025-10-30,13.77,13.49,-0.0203
300385,2025-10-29,2025-10-30,5.47,5.4,-0.0128
300745,2025-10-29,2025-10-30,24.1,24.97,0.0361
600818,2025-10-29,2025-10-30,10.47,10.29,-0.0172
000702,2025-10-29,2025-10-30,7.24,7.13,-0.0152
300966,2025-10-29,2025-10-30,22.24,22.12,-0.0054
301378,2025-10-29,2025-10-30,30.87,30.75,-0.0039
300271,2025-10-29,2025-10-30,7.84,7.79,-0.0064
301516,2025-10-29,2025-10-30,17.1,17.08,-0.0012
300518,2025-10-29,2025-10-30,15.87,15.52,-0.0221
002591,2025-10-29,2025-10-30,6.45,6.43,-0.0031
002551,2025-10-29,2025-10-30,4.02,3.95,-0.0174
603421,2025-10-29,2025-10-30,7.37,7.13,-0.0326
002723,2025-10-29,2025-10-30,8.05,7.86,-0.0236
000838,2025-10-29,2025-10-30,2.9,2.85,-0.0172
600156,2025-10-29,2025-10-30,8.71,8.6,-0.0126
300935,2025-10-29,2025-10-30,28.87,28.87,0.0
000892,2025-10-29,2025-10-30,6.39,6.55,0.025
000010,2025-10-29,2025-10-30,3.88,3.91,0.0077
002786,2025-10-29,2025-10-30,9.32,9.25,-0.0075
300471,2025-10-29,2025-10-30,12.17,12.66,0.0403
000546,2025-10-29,2025-10-30,5.02,5.03,0.002
000571,2025-10-29,2025-10-30,5.76,5.71,-0.0087
300732,2025-10-29,2025-10-30,8.24,8.13,-0.0133
003005,2025-10-29,2025-10-30,21.57,21.7,0.006
301228,2025-10-29,2025-10-30,26.43,23.59,-0.1075
002575,2025-10-29,2025-10-30,6.26,6.24,-0.0032
300736,2025-10-29,2025-10-30,14.49,14.35,-0.0097
920087,2025-10-29,2025-10-30,15.69,15.99,0.0191
002227,2025-10-29,2025-10-30,13.15,13.19,0.003
002799,2025-10-29,2025-10-30,8.49,8.38,-0.013
600076,2025-10-29,2025-10-30,2.89,2.84,-0.0173
920030,2025-10-29,2025-10-30,7.31,7.57,0.0356
600579,2025-10-29,2025-10-30,8.66,8.61,-0.0058
002285,2025-10-29,2025-10-30,2.35,2.36,0.0043
300830,2025-10-29,2025-10-30,10.68,10.46,-0.0206
300753,2025-10-29,2025-10-30,30.35,30.5,0.0049
002059,2025-10-29,2025-10-30,5.44,5.38,-0.011
300173,2025-10-29,2025-10-30,5.67,5.64,-0.0053
300067,2025-10-29,2025-10-30,4.58,4.55,-0.0066
920471,2025-10-29,2025-10-30,14.6,15.16,0.0384
301313,2025-10-29,2025-10-30,29.02,31.12,0.0724
002796,2025-10-29,2025-10-30,19.95,18.98,-0.0486
920873,2025-10-29,2025-10-30,7.97,8.18,0.0263
000863,2025-10-29,2025-10-30,3.85,3.87,0.0052
002319,2025-10-28,2025-10-29,11.91,11.96,0.0042
000635,2025-10-28,2025-10-29,8.65,8.62,-0.0035
300091,2025-10-28,2025-10-29,2.99,2.92,-0.0234
000952,2025-10-28,2025-10-29,6.78,6.74,-0.0059
002909,2025-10-28,2025-10-29,6.63,6.63,0.0
300691,2025-10-28,2025-10-29,17.77,17.84,0.0039
301024,2025-10-28,2025-10-29,39.98,39.84,-0.0035
002114,2025-10-28,2025-10-29,7.97,7.89,-0.01
