股票代码,买入日期,卖出日期,买入价格(前复权),卖出价格(前复权),涨幅
300242,2025-04-21,2025-04-22,3.97,4.03,0.0151
601929,2025-04-21,2025-04-22,1.73,1.76,0.0173
600984,2025-04-21,2025-04-22,3.36,3.42,0.0179
301237,2025-04-21,2025-04-22,22.28,22.79,0.0229
301075,2025-04-21,2025-04-22,21.53,22.4,0.0404
300212,2025-04-21,2025-04-22,20.78,21.36,0.0279
688670,2025-04-21,2025-04-22,11.02,11.08,0.0054
601015,2025-04-21,2025-04-22,2.89,2.89,0.0
300329,2025-04-21,2025-04-22,6.79,6.67,-0.0177
002474,2025-04-21,2025-04-22,6.1,6.31,0.0344
300283,2025-04-21,2025-04-22,5.2,5.28,0.0154
300810,2025-04-21,2025-04-22,36.55,36.5,-0.0014
300612,2025-04-21,2025-04-22,12.99,13.4,0.0316
300126,2025-04-21,2025-04-22,6.08,6.25,0.028
300045,2025-04-21,2025-04-22,17.06,17.0,-0.0035
300436,2025-04-21,2025-04-22,29.68,30.5,0.0276
600818,2025-04-21,2025-04-22,9.85,10.16,0.0315
688004,2025-04-21,2025-04-22,15.25,15.24,-0.0007
600505,2025-04-21,2025-04-22,13.25,14.68,0.1079
300386,2025-04-21,2025-04-22,14.98,16.83,0.1235
688238,2025-04-21,2025-04-22,5.65,5.84,0.0336
603138,2025-04-21,2025-04-22,13.0,13.49,0.0377
688070,2025-04-21,2025-04-22,39.22,39.18,-0.001
300077,2025-04-18,2025-04-21,24.91,24.92,0.0004
688020,2025-04-18,2025-04-21,30.35,29.38,-0.032
300305,2025-04-18,2025-04-21,5.19,5.21,0.0039
300732,2025-04-18,2025-04-21,6.07,6.14,0.0115
000892,2025-04-18,2025-04-21,3.45,3.45,0.0
600271,2025-04-17,2025-04-18,8.38,8.35,-0.0036
688296,2025-04-17,2025-04-18,11.19,11.44,0.0223
603001,2025-04-17,2025-04-18,5.29,5.41,0.0227
920175,2025-04-17,2025-04-18,11.77,11.82,0.0042
002196,2025-04-17,2025-04-18,7.7,7.59,-0.0143
300177,2025-04-17,2025-04-18,9.36,9.18,-0.0192
603991,2025-04-17,2025-04-18,47.0,47.18,0.0038
300085,2025-04-17,2025-04-18,31.07,30.95,-0.0039
002663,2025-04-17,2025-04-18,1.63,1.7,0.0429
300608,2025-04-17,2025-04-18,10.58,10.49,-0.0085
000059,2025-04-17,2025-04-18,4.99,5.02,0.006
002207,2025-04-17,2025-04-18,5.09,5.33,0.0472
300807,2025-04-17,2025-04-18,33.51,34.8,0.0385
600857,2025-04-16,2025-04-17,9.43,9.31,-0.0127
002865,2025-04-16,2025-04-17,40.44,39.38,-0.0262
600617,2025-04-16,2025-04-17,2.32,2.29,-0.0129
300901,2025-04-16,2025-04-17,12.98,12.88,-0.0077
000536,2025-04-16,2025-04-17,4.34,4.23,-0.0253
600792,2025-04-16,2025-04-17,3.08,3.01,-0.0227
603356,2025-04-16,2025-04-17,12.45,12.14,-0.0249
600192,2025-04-16,2025-04-17,6.45,6.39,-0.0093
002471,2025-04-16,2025-04-17,3.3,3.15,-0.0455
688711,2025-04-16,2025-04-17,15.2,14.9,-0.0197
002439,2025-04-16,2025-04-17,15.36,15.06,-0.0195
600152,2025-04-16,2025-04-17,5.46,5.36,-0.0183
002136,2025-04-16,2025-04-17,8.88,8.58,-0.0338
000016,2025-04-16,2025-04-17,5.41,5.18,-0.0425
002905,2025-04-16,2025-04-17,7.67,7.4,-0.0352
300983,2025-04-15,2025-04-16,16.21,16.44,0.0142
002213,2025-04-14,2025-04-15,14.15,13.92,-0.0163
002963,2025-04-14,2025-04-15,10.45,10.42,-0.0029
600728,2025-04-14,2025-04-15,4.71,4.76,0.0106
000659,2025-04-14,2025-04-15,3.16,3.28,0.038
600844,2025-04-14,2025-04-15,2.85,3.18,0.1158
002771,2025-04-14,2025-04-15,15.49,15.77,0.0181
603026,2025-04-14,2025-04-15,33.84,34.0,0.0047
000892,2025-04-11,2025-04-14,3.44,3.42,-0.0058
300057,2025-04-11,2025-04-14,4.31,4.42,0.0255
600326,2025-04-11,2025-04-14,6.61,6.65,0.0061
002628,2025-04-11,2025-04-14,3.75,3.85,0.0267
688052,2025-04-11,2025-04-14,162.0,190.0,0.1728
600156,2025-04-11,2025-04-14,4.75,4.93,0.0379
688132,2025-04-11,2025-04-14,19.22,19.65,0.0224
002297,2025-04-10,2025-04-11,6.08,6.1,0.0033
300042,2025-04-10,2025-04-11,23.46,23.99,0.0226
605006,2025-04-10,2025-04-11,5.56,5.64,0.0144
600257,2025-04-10,2025-04-11,4.7,5.21,0.1085
688177,2025-04-10,2025-04-11,20.21,20.97,0.0376
688693,2025-04-10,2025-04-11,29.12,30.08,0.033
688220,2025-04-09,2025-04-10,74.0,81.8,0.1054
300876,2025-04-07,2025-04-08,25.66,24.1,-0.0608
000955,2025-04-07,2025-04-08,3.99,3.63,-0.0902
920149,2025-04-07,2025-04-08,11.4,10.5,-0.0789
600403,2025-04-07,2025-04-08,3.58,3.09,-0.1369
000702,2025-04-07,2025-04-08,6.48,6.14,-0.0525
600676,2025-04-03,2025-04-07,3.99,3.82,-0.0426
300191,2025-04-03,2025-04-07,16.86,15.09,-0.105
300210,2025-04-03,2025-04-07,10.4,9.5,-0.0865
300846,2025-04-02,2025-04-03,22.1,21.46,-0.029
688297,2025-04-02,2025-04-03,40.16,39.21,-0.0237
000002,2025-04-02,2025-04-03,7.09,7.0,-0.0127
600343,2025-04-02,2025-04-03,11.51,11.22,-0.0252
600683,2025-04-02,2025-04-03,3.78,3.72,-0.0159
600231,2025-04-02,2025-04-03,1.72,1.69,-0.0174
000663,2025-04-01,2025-04-02,5.5,5.59,0.0164
002723,2025-04-01,2025-04-02,7.45,7.6,0.0201
688062,2025-04-01,2025-04-02,20.14,22.44,0.1142
688175,2025-04-01,2025-04-02,16.55,16.9,0.0211
000898,2025-04-01,2025-04-02,2.4,2.44,0.0167
688562,2025-04-01,2025-04-02,15.78,15.91,0.0082
300188,2025-04-01,2025-04-02,14.14,14.13,-0.0007
300426,2025-04-01,2025-04-02,10.83,10.78,-0.0046
603536,2025-03-31,2025-04-01,9.24,9.03,-0.0227
000599,2025-03-31,2025-04-01,4.43,4.29,-0.0316
002678,2025-03-31,2025-04-01,4.45,4.37,-0.018
000590,2025-03-31,2025-04-01,8.53,8.65,0.0141
600775,2025-03-31,2025-04-01,9.88,9.76,-0.0121
300374,2025-03-31,2025-04-01,16.43,16.43,0.0
688180,2025-03-31,2025-04-01,30.2,30.15,-0.0017
601828,2025-03-31,2025-04-01,3.0,2.98,-0.0067
605136,2025-03-31,2025-04-01,7.16,7.1,-0.0084
688347,2025-03-31,2025-04-01,45.72,45.95,0.005
688331,2025-03-31,2025-04-01,40.23,40.96,0.0181
000782,2025-03-31,2025-04-01,4.93,4.96,0.0061
688428,2025-03-31,2025-04-01,18.65,18.69,0.0021
600135,2025-03-31,2025-04-01,6.82,6.89,0.0103
000159,2025-03-31,2025-04-01,5.48,5.29,-0.0347
000401,2025-03-31,2025-04-01,4.93,4.97,0.0081
002114,2025-03-31,2025-04-01,6.51,6.49,-0.0031
688030,2025-03-31,2025-04-01,17.13,16.82,-0.0181
000877,2025-03-28,2025-03-31,5.69,5.62,-0.0123
000586,2025-03-28,2025-03-31,10.08,9.46,-0.0615
301526,2025-03-28,2025-03-31,3.38,3.34,-0.0118
002151,2025-03-28,2025-03-31,25.88,25.49,-0.0151
601588,2025-03-28,2025-03-31,1.77,1.76,-0.0056
688671,2025-03-27,2025-03-28,19.17,18.55,-0.0323
688185,2025-03-27,2025-03-28,57.8,58.85,0.0182
688027,2025-03-27,2025-03-28,259.5,260.3,0.0031
300323,2025-03-27,2025-03-28,7.18,7.31,0.0181
300808,2025-03-27,2025-03-28,29.76,28.1,-0.0558
688295,2025-03-27,2025-03-28,21.36,21.36,0.0
002813,2025-03-26,2025-03-27,22.7,23.33,0.0278
920139,2025-03-26,2025-03-27,26.25,25.0,-0.0476
688660,2025-03-26,2025-03-27,8.29,8.3,0.0012
600383,2025-03-26,2025-03-27,4.56,4.65,0.0197
300204,2025-03-26,2025-03-27,7.05,7.21,0.0227
002387,2025-03-24,2025-03-25,9.99,10.04,0.005
300050,2025-03-24,2025-03-25,6.11,5.77,-0.0556
002313,2025-03-24,2025-03-25,10.21,9.91,-0.0294
300765,2025-03-24,2025-03-25,37.0,34.99,-0.0543
002455,2025-03-21,2025-03-24,8.05,7.97,-0.0099
300456,2025-03-21,2025-03-24,18.1,17.66,-0.0243
600589,2025-03-20,2025-03-21,8.95,9.11,0.0179
688373,2025-03-19,2025-03-20,5.75,5.99,0.0417
002865,2025-03-19,2025-03-20,58.99,57.78,-0.0205
603186,2025-03-19,2025-03-20,28.4,27.49,-0.032
002379,2025-03-17,2025-03-18,12.09,11.9,-0.0157
000815,2025-03-17,2025-03-18,14.96,16.26,0.0869
000553,2025-03-17,2025-03-18,6.3,6.2,-0.0159
600719,2025-03-17,2025-03-18,6.66,6.76,0.015
688368,2025-03-13,2025-03-14,95.94,93.53,-0.0251
002162,2025-03-03,2025-03-04,3.84,4.0,0.0417
688311,2025-03-03,2025-03-04,34.28,35.7,0.0414
300437,2025-03-03,2025-03-04,8.08,8.21,0.0161
603398,2025-03-03,2025-03-04,16.8,18.02,0.0726
603196,2025-02-27,2025-02-28,14.14,15.49,0.0955
000547,2025-01-22,2025-01-23,6.81,6.78,-0.0044
000980,2025-01-16,2025-01-17,2.26,2.27,0.0044
002857,2024-12-26,2024-12-27,12.31,12.56,0.0203
688235,2024-11-14,2024-11-15,174.6,168.82,-0.0331
688428,2024-11-13,2024-11-14,14.18,13.3,-0.0621
688347,2024-11-11,2024-11-12,49.38,54.0,0.0936
002529,2024-11-01,2024-11-05,9.58,8.05,-0.1597
002995,2024-10-29,2024-11-05,20.75,22.33,0.0761
600624,2024-11-01,2024-11-05,6.95,5.14,-0.2604
600676,2024-11-01,2024-11-04,4.28,4.09,-0.0444
002759,2024-11-01,2024-11-04,8.04,7.84,-0.0249
600533,2024-11-01,2024-11-04,2.46,2.52,0.0244
002713,2024-11-01,2024-11-04,4.59,4.34,-0.0545
600319,2024-11-01,2024-11-04,4.84,4.69,-0.031
000759,2024-11-01,2024-11-04,4.08,4.15,0.0172
002679,2024-11-01,2024-11-04,8.55,8.85,0.0351
603113,2024-11-01,2024-11-04,5.88,5.79,-0.0153
600892,2024-11-01,2024-11-04,5.1,4.79,-0.0608
600265,2024-11-01,2024-11-04,16.21,16.06,-0.0093
603900,2024-11-01,2024-11-04,6.52,6.29,-0.0353
002842,2024-11-01,2024-11-04,6.32,6.68,0.057
002634,2024-11-01,2024-11-04,5.12,4.29,-0.1621
002331,2024-11-01,2024-11-04,8.16,7.8,-0.0441
600543,2024-11-01,2024-11-04,6.48,5.79,-0.1065
300157,2024-11-01,2024-11-04,3.21,2.98,-0.0717
600807,2024-11-01,2024-11-04,5.04,4.21,-0.1647
002647,2024-11-01,2024-11-04,8.46,7.0,-0.1726
002620,2024-11-01,2024-11-04,3.98,3.64,-0.0854
603226,2024-11-01,2024-11-04,4.26,3.98,-0.0657
600678,2024-11-01,2024-11-04,8.43,7.18,-0.1483
002037,2024-11-01,2024-11-04,8.75,8.58,-0.0194
600793,2024-11-01,2024-11-04,10.9,11.28,0.0349
002054,2024-11-01,2024-11-04,5.5,5.33,-0.0309
002313,2024-11-01,2024-11-04,9.14,8.11,-0.1127
603988,2024-11-01,2024-11-04,16.02,15.11,-0.0568
603030,2024-11-01,2024-11-04,2.3,2.39,0.0391
000659,2024-11-01,2024-11-04,2.7,2.64,-0.0222
603378,2024-11-01,2024-11-04,7.65,7.5,-0.0196
000695,2024-11-01,2024-11-04,10.05,9.91,-0.0139
002795,2024-11-01,2024-11-04,4.73,4.26,-0.0994
600753,2024-11-01,2024-11-04,7.98,7.18,-0.1003
000826,2024-11-01,2024-11-04,2.37,2.22,-0.0633
603616,2024-11-01,2024-11-04,4.0,3.94,-0.015
603990,2024-11-01,2024-11-04,11.65,10.68,-0.0833
002910,2024-11-01,2024-11-04,7.72,7.69,-0.0039
688189,2024-11-01,2024-11-04,7.49,7.3,-0.0254
002068,2024-11-01,2024-11-04,6.95,6.75,-0.0288
603139,2024-11-01,2024-11-04,14.26,13.85,-0.0288
600337,2024-11-01,2024-11-04,1.93,2.07,0.0725
603212,2024-11-01,2024-11-04,12.9,12.29,-0.0473
688098,2024-11-01,2024-11-04,5.15,4.98,-0.033
000510,2024-11-01,2024-11-04,4.3,4.01,-0.0674
000599,2024-11-01,2024-11-04,5.8,4.98,-0.1414
600743,2024-11-01,2024-11-04,1.83,1.86,0.0164
002702,2024-11-01,2024-11-04,3.79,3.76,-0.0079
002694,2024-11-01,2024-11-04,5.98,5.22,-0.1271
603232,2024-11-01,2024-11-04,13.48,12.5,-0.0727
605303,2024-11-01,2024-11-04,8.29,7.83,-0.0555
600683,2024-11-01,2024-11-04,4.5,4.4,-0.0222
000678,2024-11-01,2024-11-04,5.61,5.85,0.0428
003032,2024-11-01,2024-11-04,11.12,10.25,-0.0782
000820,2024-11-01,2024-11-04,4.28,3.81,-0.1098
603028,2024-11-01,2024-11-04,7.07,6.84,-0.0325
603458,2024-11-01,2024-11-04,6.48,6.09,-0.0602
002427,2024-11-01,2024-11-04,4.33,4.1,-0.0531
603669,2024-11-01,2024-11-04,5.43,5.8,0.0681
600159,2024-11-01,2024-11-04,2.85,2.79,-0.0211
000802,2024-11-01,2024-11-04,6.92,6.55,-0.0535
002816,2024-11-01,2024-11-04,15.3,14.12,-0.0771
002659,2024-11-01,2024-11-04,5.06,4.68,-0.0751
600322,2024-11-01,2024-11-04,2.49,2.49,0.0
600505,2024-11-01,2024-11-04,13.0,11.79,-0.0931
603356,2024-11-01,2024-11-04,13.19,12.94,-0.019
600107,2024-11-01,2024-11-04,5.59,5.3,-0.0519
600082,2024-11-01,2024-11-04,2.9,2.75,-0.0517
603665,2024-11-01,2024-11-04,14.23,14.74,0.0358
000635,2024-11-01,2024-11-04,8.79,9.09,0.0341
000803,2024-11-01,2024-11-04,4.25,5.1,0.2
000637,2024-11-01,2024-11-04,3.76,3.7,-0.016
002181,2024-11-01,2024-11-04,4.34,4.08,-0.0599
002291,2024-11-01,2024-11-04,5.85,5.43,-0.0718
600119,2024-11-01,2024-11-04,8.3,7.72,-0.0699
000626,2024-11-01,2024-11-04,6.48,6.08,-0.0617
688488,2024-11-01,2024-11-04,9.24,8.71,-0.0574
600653,2024-11-01,2024-11-04,3.04,2.23,-0.2664
002133,2024-11-01,2024-11-04,2.61,2.57,-0.0153
002640,2024-11-01,2024-11-04,3.11,2.91,-0.0643
002356,2024-11-01,2024-11-04,3.4,3.26,-0.0412
600405,2024-11-01,2024-11-04,4.47,4.25,-0.0492
000679,2024-11-01,2024-11-04,3.96,3.97,0.0025
000428,2024-11-01,2024-11-04,3.47,3.44,-0.0086
002856,2024-11-01,2024-11-04,10.02,9.26,-0.0758
000573,2024-11-01,2024-11-04,2.89,2.81,-0.0277
600636,2024-11-01,2024-11-04,12.02,10.25,-0.1473
603168,2024-11-01,2024-11-04,8.4,8.58,0.0214
002109,2024-11-01,2024-11-04,3.24,3.13,-0.034
000859,2024-11-01,2024-11-04,5.76,5.12,-0.1111
002513,2024-11-01,2024-11-04,5.29,5.66,0.0699
002575,2024-11-01,2024-11-04,5.91,5.54,-0.0626
600756,2024-11-01,2024-11-04,16.89,15.27,-0.0959
002279,2024-11-01,2024-11-04,6.4,5.81,-0.0922
603042,2024-11-01,2024-11-04,12.84,12.07,-0.06
600463,2024-11-01,2024-11-04,14.6,13.0,-0.1096
000608,2024-11-01,2024-11-04,2.4,2.34,-0.025
688221,2024-11-01,2024-11-04,7.58,7.36,-0.029
002596,2024-11-01,2024-11-04,2.97,2.76,-0.0707
300732,2024-11-01,2024-11-04,7.77,7.33,-0.0566
600847,2024-11-01,2024-11-04,10.15,9.75,-0.0394
600135,2024-11-01,2024-11-04,6.92,6.47,-0.065
002857,2024-11-01,2024-11-04,11.34,10.9,-0.0388
603316,2024-11-01,2024-11-04,5.95,5.64,-0.0521
000010,2024-11-01,2024-11-04,2.82,2.77,-0.0177
603825,2024-11-01,2024-11-04,11.04,10.85,-0.0172
002184,2024-11-01,2024-11-04,10.04,9.49,-0.0548
002762,2024-11-01,2024-11-04,7.8,6.92,-0.1128
002263,2024-11-01,2024-11-04,2.51,2.38,-0.0518
000952,2024-11-01,2024-11-04,5.88,5.72,-0.0272
603818,2024-11-01,2024-11-04,3.1,2.93,-0.0548
000663,2024-11-01,2024-11-04,5.97,6.0,0.005
002306,2024-11-01,2024-11-04,3.1,3.06,-0.0129
600579,2024-11-01,2024-11-04,7.78,6.65,-0.1452
600844,2024-11-01,2024-11-04,2.84,2.73,-0.0387
688565,2024-11-01,2024-11-04,6.54,6.6,0.0092
003030,2024-11-01,2024-11-04,14.04,14.09,0.0036
600231,2024-11-01,2024-11-04,1.98,2.05,0.0354
600193,2024-11-01,2024-11-04,3.2,3.78,0.1812
002638,2024-11-01,2024-11-04,2.32,2.23,-0.0388
000720,2024-11-01,2024-11-04,3.87,3.71,-0.0413
002319,2024-11-01,2024-11-04,12.67,12.0,-0.0529
000504,2024-11-01,2024-11-04,10.27,10.85,0.0565
002431,2024-11-01,2024-11-04,2.26,2.14,-0.0531
000782,2024-11-01,2024-11-04,4.88,4.62,-0.0533
002805,2024-11-01,2024-11-04,13.6,12.94,-0.0485
002905,2024-11-01,2024-11-04,6.6,6.39,-0.0318
002718,2024-11-01,2024-11-04,11.81,11.47,-0.0288
002323,2024-11-01,2024-11-04,1.81,1.8,-0.0055
002388,2024-11-01,2024-11-04,6.68,5.19,-0.2231
603968,2024-11-01,2024-11-04,9.82,9.62,-0.0204
001201,2024-11-01,2024-11-04,16.0,15.77,-0.0144
600539,2024-11-01,2024-11-04,6.02,5.79,-0.0382
603843,2024-11-01,2024-11-04,3.02,2.95,-0.0232
600243,2024-11-01,2024-11-04,4.6,4.27,-0.0717
002868,2024-11-01,2024-11-04,16.65,15.9,-0.045
600616,2024-11-01,2024-11-04,5.43,5.4,-0.0055
300983,2024-10-31,2024-11-01,18.55,18.85,0.0162
603001,2024-10-31,2024-11-01,5.63,5.55,-0.0142
300477,2024-10-31,2024-11-01,3.33,3.39,0.018
000590,2024-10-31,2024-11-01,7.59,7.42,-0.0224
300786,2024-10-31,2024-11-01,15.17,16.8,0.1074
600716,2024-10-31,2024-11-01,3.32,3.45,0.0392
300853,2024-10-31,2024-11-01,17.43,17.53,0.0057
300175,2024-10-31,2024-11-01,8.03,7.67,-0.0448
300665,2024-10-31,2024-11-01,6.8,6.88,0.0118
000955,2024-10-31,2024-11-01,4.24,4.46,0.0519
603810,2024-10-31,2024-11-01,9.5,9.62,0.0126
002798,2024-10-31,2024-11-01,4.02,4.11,0.0224
300359,2024-10-31,2024-11-01,6.15,6.4,0.0407
603429,2024-10-31,2024-11-01,7.62,8.05,0.0564
920719,2024-10-31,2024-11-01,11.88,11.01,-0.0732
688176,2024-10-31,2024-11-01,6.92,7.0,0.0116
603819,2024-10-31,2024-11-01,9.33,9.51,0.0193
301037,2024-10-31,2024-11-01,10.43,10.48,0.0048
002769,2024-10-31,2024-11-01,6.69,6.8,0.0164
301356,2024-10-31,2024-11-01,16.4,16.81,0.025
300078,2024-10-31,2024-11-01,3.38,3.39,0.003
300649,2024-10-31,2024-11-01,12.04,12.2,0.0133
002095,2024-10-31,2024-11-01,14.67,14.87,0.0136
300637,2024-10-31,2024-11-01,11.03,11.65,0.0562
300647,2024-10-31,2024-11-01,6.95,7.16,0.0302
000757,2024-10-31,2024-11-01,3.71,3.74,0.0081
000042,2024-10-31,2024-11-01,5.18,5.27,0.0174
002669,2024-10-31,2024-11-01,9.2,9.3,0.0109
300767,2024-10-31,2024-11-01,10.44,10.52,0.0077
600537,2024-10-31,2024-11-01,3.28,3.73,0.1372
600889,2024-10-31,2024-11-01,6.63,6.55,-0.0121
603789,2024-10-31,2024-11-01,9.2,8.9,-0.0326
300391,2024-10-31,2024-11-01,6.7,6.66,-0.006
300616,2024-10-31,2024-11-01,13.1,13.05,-0.0038
300043,2024-10-31,2024-11-01,3.13,3.26,0.0415
603803,2024-10-31,2024-11-01,7.42,7.38,-0.0054
688701,2024-10-31,2024-11-01,6.1,6.35,0.041
600421,2024-10-31,2024-11-01,10.0,10.1,0.01
300084,2024-10-31,2024-11-01,5.97,6.11,0.0235
600791,2024-10-31,2024-11-01,4.68,5.0,0.0684
603679,2024-10-31,2024-11-01,15.62,15.25,-0.0237
920207,2024-10-31,2024-11-01,20.65,19.04,-0.078
300998,2024-10-31,2024-11-01,14.73,14.99,0.0177
605081,2024-10-31,2024-11-01,14.1,14.23,0.0092
600545,2024-10-31,2024-11-01,1.92,2.03,0.0573
603778,2024-10-31,2024-11-01,3.82,4.27,0.1178
300149,2024-10-31,2024-11-01,6.72,6.63,-0.0134
300745,2024-10-31,2024-11-01,17.52,17.53,0.0006
300871,2024-10-31,2024-11-01,10.91,11.06,0.0137
002231,2024-10-31,2024-11-01,6.11,6.2,0.0147
300572,2024-10-31,2024-11-01,16.25,18.4,0.1323
688619,2024-10-31,2024-11-01,8.36,8.47,0.0132
000702,2024-10-31,2024-11-01,9.1,9.24,0.0154
603839,2024-10-31,2024-11-01,5.43,5.75,0.0589
000518,2024-10-31,2024-11-01,2.69,2.73,0.0149
603272,2024-10-31,2024-11-01,12.36,12.71,0.0283
605178,2024-10-31,2024-11-01,18.14,18.6,0.0254
003042,2024-10-31,2024-11-01,13.98,14.11,0.0093
920370,2024-10-31,2024-11-01,4.79,4.51,-0.0585
920300,2024-10-31,2024-11-01,13.39,12.42,-0.0724
600281,2024-10-31,2024-11-01,3.91,3.95,0.0102
688148,2024-10-31,2024-11-01,4.92,5.02,0.0203
603776,2024-10-31,2024-11-01,16.75,15.22,-0.0913
603389,2024-10-31,2024-11-01,6.74,6.68,-0.0089
300518,2024-10-31,2024-11-01,13.34,13.17,-0.0127
688509,2024-10-31,2024-11-01,4.16,4.32,0.0385
920809,2024-10-31,2024-11-01,6.3,6.32,0.0032
300940,2024-10-31,2024-11-01,18.13,18.98,0.0469
600800,2024-10-31,2024-11-01,2.6,2.72,0.0462
002069,2024-10-31,2024-11-01,3.12,3.21,0.0288
300198,2024-10-31,2024-11-01,2.37,2.43,0.0253
300449,2024-10-31,2024-11-01,8.0,7.86,-0.0175
605006,2024-10-31,2024-11-01,4.94,4.95,0.002
301231,2024-10-31,2024-11-01,18.6,18.71,0.0059
603982,2024-10-31,2024-11-01,8.79,8.76,-0.0034
002377,2024-10-31,2024-11-01,3.6,3.35,-0.0694
600152,2024-10-31,2024-11-01,6.22,6.28,0.0096
300605,2024-10-31,2024-11-01,13.3,13.74,0.0331
603278,2024-10-31,2024-11-01,6.49,6.65,0.0247
688280,2024-10-31,2024-11-01,4.96,5.04,0.0161
603958,2024-10-31,2024-11-01,15.66,14.5,-0.0741
300903,2024-10-31,2024-11-01,8.37,8.86,0.0585
300242,2024-10-31,2024-11-01,3.93,4.18,0.0636
603956,2024-10-31,2024-11-01,5.24,5.52,0.0534
600857,2024-10-31,2024-11-01,6.76,6.88,0.0178
002696,2024-10-31,2024-11-01,5.07,5.11,0.0079
600192,2024-10-31,2024-11-01,7.22,7.3,0.0111
688079,2024-10-31,2024-11-01,8.7,8.92,0.0253
600960,2024-10-31,2024-11-01,3.38,3.47,0.0266
600227,2024-10-31,2024-11-01,2.3,2.35,0.0217
002207,2024-10-31,2024-11-01,5.93,6.1,0.0287
603838,2024-10-31,2024-11-01,6.79,6.53,-0.0383
600333,2024-10-31,2024-11-01,4.54,4.58,0.0088
920642,2024-10-31,2024-11-01,13.3,12.1,-0.0902
600538,2024-10-31,2024-11-01,4.5,4.95,0.1
300730,2024-10-31,2024-11-01,15.0,14.72,-0.0187
002339,2024-10-31,2024-11-01,6.76,6.93,0.0251
300086,2024-10-31,2024-11-01,5.05,5.17,0.0238
000691,2024-10-31,2024-11-01,4.53,4.61,0.0177
688201,2024-10-31,2024-11-01,9.89,10.18,0.0293
300639,2024-10-31,2024-11-01,5.96,6.01,0.0084
920476,2024-10-31,2024-11-01,11.33,10.27,-0.0936
920175,2024-10-30,2024-10-31,9.4,9.74,0.0362
603335,2024-10-30,2024-10-31,4.88,4.84,-0.0082
600792,2024-10-30,2024-10-31,3.79,3.78,-0.0026
920564,2024-10-30,2024-10-31,20.28,22.11,0.0902
002471,2024-10-30,2024-10-31,2.52,2.56,0.0159
300340,2024-10-30,2024-10-31,9.95,9.7,-0.0251
600358,2024-10-30,2024-10-31,4.12,4.24,0.0291
000713,2024-10-30,2024-10-31,7.07,7.11,0.0057
002629,2024-10-30,2024-10-31,2.7,2.7,0.0
300585,2024-10-30,2024-10-31,14.05,13.95,-0.0071
301321,2024-10-30,2024-10-31,18.6,19.46,0.0462
002199,2024-10-30,2024-10-31,9.8,9.86,0.0061
000586,2024-10-30,2024-10-31,10.1,10.24,0.0139
002829,2024-10-30,2024-10-31,19.22,19.48,0.0135
920680,2024-10-30,2024-10-31,26.2,26.1,-0.0038
000925,2024-10-30,2024-10-31,6.81,7.0,0.0279
000514,2024-10-30,2024-10-31,4.51,4.58,0.0155
300588,2024-10-30,2024-10-31,14.33,14.43,0.007
300521,2024-10-30,2024-10-31,13.75,13.8,0.0036
300839,2024-10-30,2024-10-31,7.43,7.24,-0.0256
300106,2024-10-30,2024-10-31,10.08,9.81,-0.0268
300155,2024-10-30,2024-10-31,4.9,4.92,0.0041
300615,2024-10-30,2024-10-31,12.58,12.02,-0.0445
300713,2024-10-30,2024-10-31,15.92,15.69,-0.0144
301311,2024-10-30,2024-10-31,20.99,20.5,-0.0233
000068,2024-10-30,2024-10-31,4.06,4.12,0.0148
300248,2024-10-30,2024-10-31,9.6,10.06,0.0479
300614,2024-10-30,2024-10-31,10.79,10.76,-0.0028
300317,2024-10-30,2024-10-31,4.42,4.52,0.0226
688528,2024-10-30,2024-10-31,11.9,11.96,0.005
001366,2024-10-30,2024-10-31,11.26,11.2,-0.0053
000430,2024-10-30,2024-10-31,6.6,6.96,0.0545
300970,2024-10-30,2024-10-31,13.3,12.97,-0.0248
300074,2024-10-30,2024-10-31,4.3,4.38,0.0186
300716,2024-10-30,2024-10-31,11.25,11.35,0.0089
000056,2024-10-30,2024-10-31,3.07,3.5,0.1401
002211,2024-10-30,2024-10-31,3.85,3.78,-0.0182
688199,2024-10-30,2024-10-31,15.12,15.1,-0.0013
600798,2024-10-30,2024-10-31,2.96,3.0,0.0135
301248,2024-10-30,2024-10-31,15.54,15.77,0.0148
603330,2024-10-30,2024-10-31,5.64,6.82,0.2092
300599,2024-10-30,2024-10-31,7.73,7.83,0.0129
688496,2024-10-30,2024-10-31,9.45,9.61,0.0169
920171,2024-10-30,2024-10-31,14.91,14.26,-0.0436
300591,2024-10-30,2024-10-31,6.24,6.05,-0.0304
300266,2024-10-30,2024-10-31,2.45,2.59,0.0571
301292,2024-10-30,2024-10-31,16.36,16.26,-0.0061
688287,2024-10-30,2024-10-31,5.85,5.92,0.012
688485,2024-10-30,2024-10-31,9.22,9.1,-0.013
920436,2024-10-30,2024-10-31,11.0,12.3,0.1182
000151,2024-10-30,2024-10-31,14.2,15.61,0.0993
600156,2024-10-30,2024-10-31,4.82,4.83,0.0021
002369,2024-10-30,2024-10-31,7.09,7.57,0.0677
002778,2024-10-30,2024-10-31,14.94,15.09,0.01
300935,2024-10-30,2024-10-31,21.2,20.84,-0.017
301273,2024-10-30,2024-10-31,18.38,17.99,-0.0212
301197,2024-10-30,2024-10-31,16.6,16.01,-0.0355
600706,2024-10-30,2024-10-31,9.53,9.6,0.0073
920768,2024-10-30,2024-10-31,8.09,8.65,0.0692
