股票代码,股票名,行业分类,二级行业,买入日期,卖出日期,买入价格(前复权),卖出价格(前复权),涨幅,相对收益(999999)
600768,宁波富邦,有色金属,工业金属,2023-11-30,2023-12-21,11.25,11.51,0.0227,0.0184208462781073
600692,亚通股份,房地产,房地产开发,2023-11-09,2023-12-21,6.12,7.73,0.2638,0.223121960527036
002098,浔兴股份,纺织服饰,纺织制造,2023-12-07,2023-12-21,6.77,6.95,0.0272,0.0281672223047604
002667,威领股份,机械设备,专用设备,2023-12-14,2023-12-21,10.31,10.6,0.0281,0.0243477118651978
301273,瑞晨环保,机械设备,通用设备,2023-12-07,2023-12-14,27.05,26.66,-0.0146,-0.00989813232273412
001259,利仁科技,家用电器,小家电,2023-11-30,2023-12-07,28.86,27.53,-0.046,-0.0512514553514016
300295,三六五网,传媒,数字媒体,2023-11-30,2023-12-07,13.61,14.29,0.05,0.0447485446485984
300980,祥源新材,基础化工,塑料,2023-11-23,2023-11-30,21.76,21.72,-0.0018,0.00270831721969669
603172,万丰股份,基础化工,化学制品,2023-11-23,2023-11-30,17.3,16.79,-0.0291,-0.0245916827803033
301045,天禄科技,电子,光学光电子,2023-11-23,2023-11-30,25.58,25.7,0.005,0.00950831721969669
600857,宁波中百,商贸零售,一般零售,2023-11-23,2023-11-30,9.52,9.54,0.0021,0.00660831721969669
300626,华瑞股份,电力设备,电机,2023-11-16,2023-11-23,10.28,10.53,0.0243,0.00259627671935393
002012,凯恩股份,轻工制造,造纸,2023-11-16,2023-11-23,5.56,5.62,0.0107,-0.0110037232806461
