股票代码,股票名,行业分类,二级行业,买入日期,卖出日期,买入价格(前复权),卖出价格(前复权),涨幅,相对收益(999999)
300169,天晟新材,基础化工,化学制品,2024-02-02,2024-02-19,5.34,4.72,-0.1161,-0.00226630873387347
300117,嘉寓股份,建筑装饰,专业工程,2024-02-02,2024-02-19,1.5,1.3,-0.1333,-0.0194663087338735
300013,新宁物流,交通运输,物流,2024-02-02,2024-02-19,2.52,2.16,-0.1429,-0.0290663087338735
603042,华脉科技,通信,通信设备,2024-01-26,2024-02-02,13.19,10.43,-0.2092,0.00767083784220185
603188,亚邦股份,基础化工,化学制品,2024-01-19,2024-02-02,3.71,2.8,-0.2453,-0.0197724402535189
300103,达刚控股,机械设备,专用设备,2024-01-26,2024-02-02,5.87,4.38,-0.2538,-0.0369291621577982
600889,南京化纤,基础化工,化学纤维,2024-01-26,2024-02-02,5.4,4.13,-0.2352,-0.0183291621577982
000609,中迪投资,房地产,房地产开发,2024-01-26,2024-02-02,6.19,4.88,-0.2116,0.00527083784220184
603356,华菱精工,机械设备,专用设备,2024-01-26,2024-02-02,13.29,11.5,-0.1347,0.0821708378422019
600408,安泰集团,煤炭,焦炭,2024-01-19,2024-02-02,2.18,1.88,-0.1376,0.0879275597464811
300807,天迈科技,计算机,计算机设备,2024-01-26,2024-02-02,27.16,20.71,-0.2375,-0.0206291621577981
002118,紫鑫药业,医药生物,中药,2023-04-19,2023-08-09,1.79,0.37,-0.7933,-0.926059035838906
600466,蓝光发展,房地产,房地产开发,2023-04-26,2023-06-12,0.53,0.4,-0.2453,-0.355728644229418
603559,中通国脉,通信,通信服务,2023-03-07,2023-05-22,9.43,4.6,-0.5124,-0.5253066720876
603133,碳元科技,电子,消费电子,2023-04-19,2023-05-08,8.86,8.18,-0.0767,-0.0727762070145758
300742,越博动力,汽车,汽车零部件,2023-04-26,2023-05-08,8.39,6.86,-0.1824,-0.228062255527521
002862,实丰文化,轻工制造,文娱用品,2023-04-26,2023-05-08,12.16,12.94,0.0639,0.0182377444724788
603030,全筑股份,建筑装饰,装修装饰,2023-04-19,2023-05-08,1.75,2.08,0.1912,0.195123792985424
603717,天域生态,建筑装饰,基础建设,2023-04-19,2023-05-08,7.63,7.06,-0.0747,-0.0707762070145758
300912,凯龙高科,汽车,汽车零部件,2023-04-19,2023-05-08,18.73,17.76,-0.0518,-0.0478762070145758
300588,熙菱信息,计算机,计算机设备,2023-03-28,2023-05-08,12.83,11.03,-0.1403,-0.0915273371754178
600593,大连圣亚,社会服务,旅游及景区,2023-04-12,2023-04-26,15.47,13.64,-0.1183,-0.0550554098993169
002780,三夫户外,纺织服饰,服装家纺,2023-04-19,2023-04-26,11.23,10.68,-0.049,-0.00157928814889648
603536,惠发食品,食品饮料,食品加工,2023-04-19,2023-04-26,6.45,6.2,-0.0387,0.00872071185110353
002861,瀛通通讯,电子,消费电子,2023-04-04,2023-04-19,12.38,11.07,-0.1058,-0.0846794166358384
300209,有棵树,计算机,软件开发,2023-04-12,2023-04-19,4.32,4.1,-0.0511,-0.0344883872487619
300449,汉邦高科,计算机,计算机设备,2023-03-07,2023-04-19,6.49,6.57,0.0123,0.0396554114682287
300220,金运激光,轻工制造,文娱用品,2023-04-12,2023-04-19,11.91,10.84,-0.0898,-0.0731883872487619
300076,GQY视讯,电子,光学光电子,2023-04-04,2023-04-19,5.52,5.29,-0.0417,-0.0205794166358384
300742,越博动力,汽车,汽车零部件,2023-04-12,2023-04-19,9.19,8.32,-0.0947,-0.0780883872487619
300167,迪威迅,计算机,IT服务,2023-04-04,2023-04-19,5.64,5.11,-0.094,-0.0728794166358384
300013,新宁物流,交通运输,物流,2023-04-04,2023-04-12,4.23,4.13,-0.0236,-0.0190148628645715
000702,正虹科技,农林牧渔,饲料,2023-03-28,2023-04-12,5.61,5.19,-0.0749,-0.0460060976951997
000692,惠天热电,公用事业,电力,2023-04-04,2023-04-12,3.16,3.07,-0.0285,-0.0239148628645715
603030,全筑股份,建筑装饰,装修装饰,2023-04-04,2023-04-12,1.8,1.76,-0.019,-0.0144148628645715
603717,天域生态,建筑装饰,基础建设,2023-03-07,2023-04-04,8.48,9.94,0.1722,0.17856935254548
688500,慧辰股份,计算机,IT服务,2023-03-14,2023-04-04,28.25,32.28,0.1427,0.146174561574197
300591,万里马,纺织服饰,服装家纺,2023-03-28,2023-04-04,6.2,5.95,-0.0403,-0.015879262399783
688159,有方科技,通信,通信设备,2023-03-28,2023-04-04,21.93,21.64,-0.0132,0.011220737600217
600355,精伦电子,通信,通信设备,2023-03-28,2023-04-04,3.72,3.68,-0.0108,0.013620737600217
300742,越博动力,汽车,汽车零部件,2023-03-28,2023-04-04,9.04,8.18,-0.0951,-0.070679262399783
300464,星徽股份,商贸零售,互联网电商,2023-03-21,2023-03-28,7.01,6.63,-0.0542,-0.0534454350349626
688316,青云科技,计算机,IT服务,2023-03-21,2023-03-28,44.5,73.96,0.662,0.662754564965038
603789,星光农机,机械设备,专用设备,2023-03-21,2023-03-28,9.57,9.3,-0.0282,-0.0274454350349626
300013,新宁物流,交通运输,物流,2023-03-14,2023-03-28,4.34,4.06,-0.0645,-0.0859705015095289
600506,香梨股份,石油石化,炼化及贸易,2023-03-14,2023-03-28,12.2,11.68,-0.0426,-0.0640705015095289
300807,天迈科技,计算机,计算机设备,2023-03-21,2023-03-28,26.83,27.88,0.0391,0.0398545649650375
605178,时空科技,建筑装饰,专业工程,2023-03-07,2023-03-21,21.57,21.8,0.0107,-0.00857235522845661
300262,巴安水务,环保,环境治理,2023-03-14,2023-03-21,2.95,2.85,-0.0339,-0.0561418493948775
300588,熙菱信息,计算机,计算机设备,2023-03-07,2023-03-21,11.63,13.21,0.1359,0.116627644771543
688229,博睿数据,计算机,IT服务,2023-03-14,2023-03-21,55.18,62.6,0.1345,0.112258150605123
300591,万里马,纺织服饰,服装家纺,2023-02-28,2023-03-14,6.08,5.92,-0.0263,-0.0146748738761611
300912,凯龙高科,汽车,汽车零部件,2023-02-21,2023-03-14,16.65,25.37,0.5237,0.528161806600276
600322,天房发展,房地产,房地产开发,2023-03-07,2023-03-14,2.11,2.05,-0.0284,-0.0254951158298024
300742,越博动力,汽车,汽车零部件,2023-02-28,2023-03-14,12.25,10.96,-0.1053,-0.0936748738761611
000679,大连友谊,商贸零售,一般零售,2023-03-07,2023-03-14,5.83,5.33,-0.0858,-0.0828951158298024
002796,世嘉科技,通信,通信设备,2023-02-28,2023-03-07,9.99,12.73,0.2743,0.283045647045301
600506,香梨股份,石油石化,炼化及贸易,2023-02-28,2023-03-07,11.97,12.26,0.0242,0.0329456470453012
002780,三夫户外,纺织服饰,服装家纺,2023-02-28,2023-03-07,13.13,12.67,-0.035,-0.0262543529546988
600630,龙头股份,纺织服饰,服装家纺,2023-02-28,2023-03-07,5.91,5.65,-0.0438,-0.0350543529546988
002633,申科股份,机械设备,通用设备,2023-02-28,2023-03-07,11.03,10.22,-0.0734,-0.0646543529546988
600243,青海华鼎,机械设备,通用设备,2023-02-28,2023-03-07,4.49,4.33,-0.0356,-0.0268543529546988
000692,惠天热电,公用事业,电力,2023-02-28,2023-03-07,3.62,3.44,-0.0497,-0.0409543529546988
688316,青云科技,计算机,IT服务,2023-02-14,2023-02-28,40.69,39.29,-0.0344,-0.0308852940163734
300254,仟源医药,医药生物,化学制药,2023-02-21,2023-02-28,7.21,7.2,-0.0014,-0.00864757347935268
600355,精伦电子,通信,通信设备,2023-02-21,2023-02-28,3.76,3.62,-0.0372,-0.0444475734793527
300069,金利华电,电力设备,电网设备,2023-02-21,2023-02-28,14.63,14.12,-0.0349,-0.0421475734793527
300807,天迈科技,计算机,计算机设备,2023-02-21,2023-02-28,24.7,25.12,0.017,0.00975242652064733
002898,赛隆药业,医药生物,化学制药,2023-02-21,2023-02-28,12.14,12.41,0.0222,0.0149524265206473
600847,万里股份,电力设备,电池,2023-02-07,2023-02-28,14.82,14.23,-0.0398,-0.058570278823165
300220,金运激光,轻工制造,文娱用品,2023-02-14,2023-02-28,13.3,11.42,-0.1414,-0.137885294016373
300449,汉邦高科,计算机,计算机设备,2023-02-14,2023-02-28,6.8,6.44,-0.0529,-0.0493852940163734
300167,迪威迅,计算机,IT服务,2023-02-14,2023-02-21,5.68,5.54,-0.0246,-0.0139151597021942
002289,宇顺电子,电子,光学光电子,2023-02-14,2023-02-21,9.32,8.8,-0.0558,-0.0451151597021942
002159,三特索道,社会服务,旅游及景区,2023-02-14,2023-02-21,13.66,13.59,-0.005,0.00568484029780581
600543,莫高股份,食品饮料,非白酒,2023-02-14,2023-02-21,5.98,5.85,-0.0217,-0.0110151597021942
300152,新动力,环保,环境治理,2023-02-14,2023-02-21,3.59,3.57,-0.0056,0.00508484029780581
688500,慧辰股份,计算机,IT服务,2023-02-07,2023-02-21,29.39,28.74,-0.0221,-0.0335397945919185
002862,实丰文化,轻工制造,文娱用品,2023-02-07,2023-02-14,12.06,11.69,-0.0308,-0.0531635862371545
300588,熙菱信息,计算机,计算机设备,2023-02-07,2023-02-14,10.95,10.93,-0.0018,-0.0241635862371545
600898,国美通讯,电子,消费电子,2023-02-07,2023-02-14,6.39,6.11,-0.0438,-0.0661635862371545
300807,天迈科技,计算机,计算机设备,2023-02-07,2023-02-14,25.45,24.75,-0.0275,-0.0498635862371545
300209,有棵树,计算机,软件开发,2023-02-07,2023-02-14,4.58,4.76,0.0399,0.0175364137628455
600302,标准股份,机械设备,专用设备,2023-02-07,2023-02-14,6.11,6.13,0.0033,-0.0190635862371545
600355,精伦电子,通信,通信设备,2023-02-07,2023-02-14,3.88,3.84,-0.0103,-0.0326635862371545
688229,博睿数据,计算机,IT服务,2023-02-07,2023-02-14,49.26,44.72,-0.0922,-0.114563586237155
300050,世纪鼎利,通信,通信服务,2023-01-31,2023-02-07,4.03,4.25,0.0546,0.0121190322944203
300013,新宁物流,交通运输,物流,2023-01-31,2023-02-07,4.69,4.75,0.0128,-0.0296809677055797
600156,华升股份,纺织服饰,纺织制造,2023-01-31,2023-02-07,5.06,5.14,0.0158,-0.0266809677055797
300591,万里马,纺织服饰,服装家纺,2023-01-31,2023-02-07,4.96,5.21,0.0504,0.00791903229442026
000023,深天地A,建筑材料,水泥,2023-01-31,2023-02-07,11.97,11.67,-0.0251,-0.0675809677055797
300076,GQY视讯,电子,光学光电子,2023-01-31,2023-02-07,5.48,5.86,0.0693,0.0268190322944203
600243,青海华鼎,机械设备,通用设备,2023-01-31,2023-02-07,4.23,4.41,0.0426,0.000119032294420257
603789,星光农机,机械设备,专用设备,2023-01-31,2023-02-07,9.07,9.78,0.0783,0.0358190322944203
002780,三夫户外,纺织服饰,服装家纺,2023-01-31,2023-02-07,12.46,12.75,0.0233,-0.0191809677055797
300254,仟源医药,医药生物,化学制药,2023-01-31,2023-02-07,6.89,6.99,0.0145,-0.0279809677055797
300449,汉邦高科,计算机,计算机设备,2023-01-17,2023-01-31,4.94,5.32,0.0769,0.02077544086204
300108,吉药控股,医药生物,中药,2022-04-18,2022-07-01,3.2,1.8,-0.4375,-0.50264027092898
002316,亚联发展,非银金融,多元金融,2022-02-17,2022-05-12,5.98,2.44,-0.592,-0.495470941687502
002862,实丰文化,轻工制造,文娱用品,2022-05-05,2022-05-12,7.3,7.33,0.0049,-0.0429010406464215
603603,博天环境,环保,环境治理,2022-04-18,2022-05-12,4.03,2.81,-0.3027,-0.234898251662031
002652,扬子新材,建筑材料,装修建材,2022-05-05,2022-05-12,2.56,2.57,0.0039,-0.0439010406464215
300338,开元教育,社会服务,教育,2022-04-11,2022-05-12,5.4,2.35,-0.5648,-0.490203042863437
603559,中通国脉,通信,通信服务,2022-05-05,2022-05-12,6.45,6.8,0.0535,0.00569895935357846
300588,熙菱信息,计算机,计算机设备,2022-04-25,2022-05-05,10.02,10.17,0.015,0.00646051780309641
300309,吉艾科技,非银金融,多元金融,2022-04-25,2022-05-05,1.85,1.17,-0.3676,-0.376139482196904
300084,海默科技,机械设备,专用设备,2022-04-25,2022-05-05,4.16,4.19,0.0072,-0.00133948219690359
600778,友好集团,商贸零售,一般零售,2022-04-18,2022-05-05,5.24,5.39,0.0286,0.138928950344496
002898,赛隆药业,医药生物,化学制药,2022-04-25,2022-05-05,10.32,11.38,0.1035,0.0949605178030964
002780,三夫户外,纺织服饰,服装家纺,2022-04-25,2022-05-05,11.29,11.98,0.0611,0.0525605178030964
300175,朗源股份,农林牧渔,农产品加工,2022-04-11,2022-04-25,4.93,3.94,-0.2008,-0.076507749859026
300167,迪 威 迅,计算机,IT服务,2022-03-24,2022-04-25,6.55,4.23,-0.3542,-0.195807164758359
300220,金运激光,机械设备,自动化设备,2022-04-18,2022-04-25,13.2,10.61,-0.1962,-0.0783380475036352
002348,高乐股份,轻工制造,文娱用品,2022-04-18,2022-04-25,2.16,1.89,-0.125,-0.00713804750363523
300254,仟源医药,医药生物,化学制药,2022-03-24,2022-04-25,10.83,7.2,-0.3352,-0.176807164758359
600192,长城电工,电力设备,电网设备,2022-04-11,2022-04-18,5.1,4.88,-0.0431,-0.0358105540195139
300309,吉艾科技,非银金融,多元金融,2022-03-31,2022-04-18,2.52,2.23,-0.1151,-0.0613272254915526
002898,赛隆药业,医药生物,化学制药,2022-03-10,2022-04-18,11.49,10.77,-0.0634,-0.0259901442847616
002781,奇信股份,建筑装饰,装修装饰,2022-03-03,2022-04-18,8.82,5.7,-0.3537,-0.276353467292809
000023,深天地Ａ,建筑材料,水泥,2022-04-11,2022-04-18,12.87,11.48,-0.108,-0.100710554019514
600355,精伦电子,通信,通信设备,2022-03-24,2022-04-11,3.74,3.25,-0.131,-0.0920594001181826
002348,高乐股份,轻工制造,文娱用品,2022-03-31,2022-04-11,2.31,2.24,-0.0303,0.0165246543161539
603559,中通国脉,通信,通信服务,2022-03-17,2022-04-11,9.67,7.58,-0.2164,-0.205589050140987
000978,桂林旅游,社会服务,旅游及景区,2022-03-31,2022-04-11,6.51,6.3,-0.0323,0.0145246543161539
300025,华星创业,通信,通信服务,2022-03-24,2022-03-31,4.43,4.2,-0.0519,-0.060171357909158
002652,扬子新材,建筑材料,装修建材,2022-03-17,2022-03-31,3.74,3.37,-0.0989,-0.136682874494412
002789,建艺集团,建筑装饰,装修装饰,2022-03-24,2022-03-31,11.3,13.13,0.1619,0.153628642090842
002848,高斯贝尔,家用电器,黑色家电,2022-03-17,2022-03-24,9.87,9.47,-0.0405,-0.0697694187470044
300108,吉药控股,医药生物,中药,2022-02-24,2022-03-24,3.53,3.95,0.119,0.115090711046477
000978,桂林旅游,社会服务,旅游及景区,2022-03-17,2022-03-24,6.42,6.49,0.0109,-0.0183694187470044
300309,吉艾科技,非银金融,多元金融,2022-03-17,2022-03-24,2.61,2.45,-0.0613,-0.0905694187470044
002348,高乐股份,轻工制造,文娱用品,2022-03-03,2022-03-24,2.89,2.36,-0.1834,-0.150487451535451
603133,碳元科技,电子,消费电子,2022-03-10,2022-03-17,11.09,11.39,0.0271,0.0468440855250809
300338,开元教育,社会服务,教育,2022-02-17,2022-03-17,5.57,5.97,0.0718,0.0848299695027614
300167,迪 威 迅,计算机,IT服务,2022-02-24,2022-03-17,6.8,7.7,0.1324,0.157038961705822
002629,仁智股份,石油石化,油服工程,2022-03-10,2022-03-17,4.35,3.88,-0.108,-0.0882559144749191
300254,仟源医药,医药生物,化学制药,2022-03-03,2022-03-17,10.47,10.74,0.0258,0.0862136935179244
603559,中通国脉,通信,通信服务,2022-02-24,2022-03-10,8.83,8.82,-0.0008,0.00419346763274899
300309,吉艾科技,非银金融,多元金融,2022-03-03,2022-03-10,2.75,2.36,-0.1418,-0.100311234268218
300175,朗源股份,农林牧渔,农产品加工,2022-02-24,2022-03-10,5.39,4.69,-0.1299,-0.124906532367251
300282,三盛教育,社会服务,教育,2022-02-17,2022-03-03,4.82,4.85,0.0062,-0.0442304114356171
300025,华星创业,通信,通信服务,2022-02-10,2022-03-03,4.53,4.38,-0.0331,-0.0914924060001164
300270,中威电子,计算机,计算机设备,2022-02-24,2022-03-03,7.12,6.73,-0.0548,-0.0928749821121245
300528,幸福蓝海,传媒,影视院线,2022-02-24,2022-03-03,6.4,6.66,0.0406,0.00252501788787554
600355,精伦电子,通信,通信设备,2022-01-27,2022-02-24,3.31,3.27,-0.0121,-0.116844333941992
300588,熙菱信息,计算机,计算机设备,2022-02-17,2022-02-24,12.88,14.6,0.1335,0.121597748682515
002343,慈文传媒,传媒,影视院线,2022-02-17,2022-02-24,5.63,5.37,-0.0462,-0.0581022513174853
002633,申科股份,机械设备,通用设备,2022-02-17,2022-02-24,9.03,8.72,-0.0343,-0.0462022513174853
300220,金运激光,机械设备,自动化设备,2022-02-10,2022-02-24,15.94,14.9,-0.0652,-0.0847722122564335
000978,桂林旅游,社会服务,旅游及景区,2022-02-10,2022-02-24,6.56,6.23,-0.0503,-0.0698722122564335
300254,仟源医药,医药生物,化学制药,2022-01-27,2022-02-17,8.09,8.3,0.026,-0.065750050465474
300108,吉药控股,医药生物,中药,2022-01-27,2022-02-17,3.08,3.08,0,-0.091750050465474
002348,高乐股份,轻工制造,文娱用品,2022-02-10,2022-02-17,2.69,2.93,0.0892,0.0816202550898944
002898,赛隆药业,医药生物,化学制药,2022-02-10,2022-02-17,11.94,11.78,-0.0134,-0.0209797449101056
002629,仁智股份,石油石化,油服工程,2022-02-10,2022-02-17,3.65,3.5,-0.0411,-0.0486797449101056
300309,吉艾科技,非银金融,多元金融,2022-02-10,2022-02-17,2.71,2.51,-0.0738,-0.0813797449101056
300716,国立科技,基础化工,塑料,2022-01-27,2022-02-10,9,9.11,0.0122,-0.0713371155291316
002693,双成药业,医药生物,生物制品,2022-01-20,2022-02-10,4.76,4.49,-0.0567,-0.0577885963931546
300262,巴安水务,环保,环境治理,2022-01-27,2022-02-10,3.15,3.49,0.1079,0.0243628844708684
000798,中水渔业,农林牧渔,渔业,2022-01-27,2022-02-10,6.31,7.28,0.1537,0.0701628844708684
002289,宇顺电子,电子,光学光电子,2022-01-27,2022-02-10,6.53,7.12,0.0904,0.00686288447086843
300013,新宁物流,交通运输,物流,2022-01-27,2022-02-10,3.86,4.04,0.0466,-0.0369371155291316
603958,哈森股份,纺织服饰,服装家纺,2022-01-27,2022-02-10,5.99,6.5,0.0851,0.00156288447086843
002321,华英农业,农林牧渔,养殖业,2021-04-20,2021-05-14,3.02,2.46,-0.1853,-0.186834095202909
000606,顺 利 办,计算机,IT服务,2021-04-27,2021-05-14,2.9,2.24,-0.2276,-0.264268606868977
300139,晓程科技,电子,半导体,2021-04-20,2021-05-07,8.38,8.21,-0.0203,0.0179268479255707
300278,华 昌 达,机械设备,通用设备,2021-03-22,2021-05-07,3.51,2.1,-0.4021,-0.390955007265302
300469,信息发展,计算机,软件开发,2021-04-27,2021-05-07,10.12,10.17,0.0049,0.00938717776004937
300022,吉峰科技,商贸零售,专业连锁,2021-04-27,2021-05-07,4.13,4.24,0.0266,0.0310871777600494
002316,亚联发展,计算机,IT服务,2021-03-22,2021-05-07,3.67,4.76,0.297,0.308144992734698
002464,众应互联,传媒,数字媒体,2021-02-01,2021-05-07,2.81,1.92,-0.3167,-0.45030850992824
002348,高乐股份,轻工制造,文娱用品,2021-04-27,2021-05-07,2.39,2.41,0.0084,0.0128871777600494
300178,腾邦国际,社会服务,旅游及景区,2021-04-27,2021-05-07,3.06,2.49,-0.1863,-0.181812822239951
000692,惠天热电,公用事业,电力,2021-04-06,2021-04-27,3.17,3.38,0.0662,0.0727313826625042
300013,新宁物流,交通运输,物流,2021-04-13,2021-04-27,4.96,5.56,0.121,0.110791742449804
603399,吉翔股份,有色金属,小金属,2021-04-06,2021-04-27,4.21,3.94,-0.0641,-0.0575686173374958
300195,长荣股份,机械设备,专用设备,2021-04-20,2021-04-27,5.45,5.31,-0.0257,0.00819174846548493
300338,开元教育,社会服务,教育,2021-04-20,2021-04-27,5.06,4.57,-0.0968,-0.0629082515345151
300268,佳沃股份,农林牧渔,农产品加工,2021-04-13,2021-04-20,11.82,10.26,-0.132,-0.177647064855967
300334,津膜科技,环保,环境治理,2021-04-13,2021-04-20,6.73,5.97,-0.1129,-0.158547064855967
002740,爱 迪 尔,纺织服饰,饰品,2021-04-13,2021-04-20,4.74,4.61,-0.0274,-0.0730470648559666
002780,三夫户外,纺织服饰,服装家纺,2021-04-13,2021-04-20,13.83,14.54,0.0513,0.00565293514403341
000809,铁岭新城,房地产,房地产开发,2021-04-06,2021-04-13,1.91,1.89,-0.0105,0.00607048443980669
002504,弘高创意,建筑装饰,装修装饰,2021-03-15,2021-04-13,1.87,1.97,0.0535,0.0287539280229109
300269,联建光电,传媒,广告营销,2021-02-01,2021-04-13,3.36,3.2,-0.0476,-0.174811277608588
300309,吉艾科技,非银金融,多元金融,2021-04-06,2021-04-13,2.34,2.23,-0.047,-0.0304295155601933
600355,精伦电子,通信,通信设备,2021-04-06,2021-04-13,2.29,2.18,-0.048,-0.0314295155601933
002348,高乐股份,轻工制造,文娱用品,2021-03-29,2021-04-06,2.09,2.43,0.1627,0.151713624157072
002740,爱 迪 尔,纺织服饰,饰品,2021-03-29,2021-04-06,4.69,4.91,0.0469,0.0359136241570724
300334,津膜科技,环保,环境治理,2021-03-29,2021-04-06,6.15,6,-0.0244,-0.0353863758429276
300336,新 文 化,传媒,广告营销,2021-03-29,2021-04-06,2.83,2.87,0.0141,0.00311362415707239
300139,晓程科技,电子,半导体,2021-03-08,2021-04-06,8.43,8.54,0.013,-0.0120413598824895
000502,绿景控股,房地产,房地产开发,2021-03-22,2021-03-29,7.25,6.34,-0.1255,-0.114477253920548
000606,顺 利 办,计算机,IT服务,2021-03-15,2021-03-29,2.58,4.41,0.7093,0.678610811139093
603603,博天环境,环保,环境治理,2021-03-15,2021-03-29,5.42,6.83,0.2601,0.229410811139093
300108,吉药控股,医药生物,中药,2021-03-22,2021-03-29,3.16,2.94,-0.0696,-0.0585772539205478
000692,惠天热电,公用事业,电力,2021-03-15,2021-03-22,2.79,3.06,0.0968,0.0546231604670351
300025,华星创业,通信,通信服务,2021-03-01,2021-03-22,4.15,3.86,-0.0699,-0.11222295120263
300309,吉艾科技,非银金融,多元金融,2021-03-15,2021-03-22,2.32,2.36,0.0172,-0.0249768395329649
600589,广东榕泰,基础化工,化学制品,2021-03-15,2021-03-22,2.21,2.32,0.0502,0.00802316046703509
300108,吉药控股,医药生物,中药,2021-03-08,2021-03-15,3.23,3.13,-0.031,-0.0147128978045364
300093,金刚玻璃,建筑材料,玻璃玻纤,2021-02-22,2021-03-15,7.93,10.08,0.2708,0.236796810456611
300178,腾邦国际,社会服务,旅游及景区,2021-02-08,2021-03-15,2.69,4.64,0.7249,0.556528612813834
300264,佳创视讯,计算机,IT服务,2021-03-01,2021-03-15,3.63,3.3,-0.0909,-0.0910401985384077
002348,高乐股份,轻工制造,文娱用品,2021-03-01,2021-03-15,2,1.89,-0.055,-0.0551401985384077
002316,亚联发展,计算机,IT服务,2021-03-08,2021-03-15,3.52,3.39,-0.0369,-0.0206128978045364
300309,吉艾科技,非银金融,多元金融,2021-03-01,2021-03-08,2.57,2.66,0.035,0.0183007163263448
600139,西部资源,综合,综合,2021-02-22,2021-03-08,3.25,3.11,-0.0431,-0.0942229362256922
300051,三五互联,传媒,数字媒体,2021-02-22,2021-03-08,4.45,4.54,0.0202,-0.0309229362256922
002366,台海核电,机械设备,专用设备,2021-02-08,2021-03-01,2.15,3.09,0.4372,0.268992393812779
300278,华 昌 达,机械设备,通用设备,2021-02-01,2021-03-01,2.85,4.27,0.4984,0.398563370020577
300139,晓程科技,电子,半导体,2021-02-08,2021-03-01,6.93,8.9,0.2843,0.116092393812779
002321,华英农业,农林牧渔,养殖业,2021-01-04,2021-03-01,3.87,3.07,-0.207,-0.18209820465879
300268,佳沃股份,农林牧渔,农产品加工,2021-02-08,2021-02-22,9.7,10.67,0.1,-0.0299495001578417
300410,正业科技,机械设备,通用设备,2021-02-08,2021-02-22,5.12,6.04,0.1797,0.0497504998421583
300195,长荣股份,机械设备,专用设备,2021-02-08,2021-02-22,4.65,5.23,0.1247,-0.00524950015784167
300140,中环装备,环保,环境治理,2021-02-01,2021-02-08,4.48,4.07,-0.0911,-0.032573608076439
000506,中润资源,房地产,房地产开发,2021-02-01,2021-02-08,2.12,2.03,-0.0425,0.016026391923561
300309,吉艾科技,非银金融,多元金融,2021-01-25,2021-02-08,2.22,2.3,0.036,0.119133466316705
300051,三五互联,传媒,数字媒体,2021-02-01,2021-02-08,4.37,3.93,-0.1007,-0.042173608076439
300264,佳创视讯,计算机,IT服务,2021-02-01,2021-02-08,3.27,2.9,-0.1132,-0.054673608076439
002740,爱 迪 尔,纺织服饰,饰品,2021-01-25,2021-02-08,4.18,4.03,-0.0359,0.047233466316705
300025,华星创业,通信,通信服务,2021-01-25,2021-02-01,3.96,3.39,-0.1439,-0.117763235058262
002633,申科股份,机械设备,通用设备,2021-01-25,2021-02-01,6.13,5.87,-0.0424,-0.0162632350582618
002316,亚联发展,计算机,IT服务,2021-01-04,2021-02-01,4.01,3.2,-0.202,-0.0885845872736871
002058,威 尔 泰,电力设备,电网设备,2021-01-04,2021-02-01,12.95,12.56,-0.0301,0.083315412726313
002504,弘高创意,建筑装饰,装修装饰,2021-01-04,2021-02-01,2.38,1.89,-0.2059,-0.0924845872736871
