股票代码,股票名,行业分类,二级行业,买入日期,卖出日期,买入价格(前复权),卖出价格(前复权),涨幅,相对收益(999999)
002199,东晶电子,电子,元件,2021-03-29,2021-04-06,6.42,6.28,-0.0218,-0.0327863758429276
002862,实丰文化,轻工制造,文娱用品,2021-03-01,2021-03-29,7.63,6.96,-0.0878,-0.118633689978738
600543,莫高股份,食品饮料,非白酒,2021-03-08,2021-03-29,6.82,7.71,0.1305,0.11659775128983
600890,中房股份,房地产,房地产开发,2021-03-15,2021-03-22,3.8,4.33,0.1395,0.0973231604670351
600714,金瑞矿业,基础化工,化学原料,2021-03-08,2021-03-22,6.91,6.36,-0.0802,-0.105402798841746
002836,新 宏 泽,轻工制造,包装印刷,2021-03-15,2021-03-22,6.49,5.9,-0.0913,-0.133476839532965
600191,华资实业,农林牧渔,农产品加工,2021-02-08,2021-03-22,2.63,3.88,0.4791,0.261450400301576
000638,万方发展,综合,综合,2021-03-15,2021-03-22,5.19,5.08,-0.0212,-0.0633768395329649
002464,众应互联,传媒,数字媒体,2021-02-01,2021-03-15,2.81,2.83,0.0071,-0.0928908254674336
600766,园城黄金,有色金属,贵金属,2021-03-01,2021-03-15,4.84,4.18,-0.1364,-0.136540198538408
000610,西安旅游,社会服务,酒店餐饮,2021-02-08,2021-03-15,8.45,10.72,0.2683,0.0999286128138344
603032,德新交运,交通运输,铁路公路,2021-03-01,2021-03-15,8.6,9.56,0.1118,0.111659801461592
000638,万方发展,综合,综合,2021-02-22,2021-03-08,5.17,5.55,0.0735,0.0223770637743078
600506,香梨股份,农林牧渔,种植业,2021-03-01,2021-03-08,8.81,8.08,-0.0829,-0.0995992836736553
603721,中广天择,传媒,影视院线,2021-02-08,2021-03-01,9.43,11.12,0.1796,0.0113923938127785
002622,融钰集团,电力设备,电网设备,2021-02-22,2021-03-01,2.3,2.41,0.0478,0.0139417558713592
600139,西部资源,综合,综合,2021-02-08,2021-03-01,2.8,3.2,0.1429,-0.0253076061872215
000613,大东海Ａ,社会服务,酒店餐饮,2021-01-25,2021-03-01,3.99,4.18,0.0476,-0.0234904585073375
600615,丰华股份,有色金属,金属新材料,2021-02-08,2021-02-22,4.75,5.06,0.0667,-0.0632495001578417
002858,力盛赛车,社会服务,教育,2021-02-01,2021-02-22,11.85,13.97,0.1789,0.115082367142228
600355,精伦电子,通信,通信设备,2021-02-01,2021-02-08,2.02,1.86,-0.0792,-0.020673608076439
000809,铁岭新城,房地产,房地产开发,2021-02-01,2021-02-08,1.71,1.67,-0.0234,0.035126391923561
600749,西藏旅游,社会服务,旅游及景区,2021-02-01,2021-02-08,8.46,9.05,0.0697,0.128226391923561
002862,实丰文化,轻工制造,文娱用品,2021-01-04,2021-02-08,7.58,5.57,-0.2646,-0.0992959902455187
600890,中房股份,房地产,房地产开发,2021-02-01,2021-02-08,3.19,2.76,-0.1348,-0.076273608076439
603032,德新交运,交通运输,铁路公路,2021-02-01,2021-02-08,5.28,4.98,-0.0566,0.00192639192356102
600476,湘邮科技,计算机,IT服务,2021-01-25,2021-02-01,9.14,9.11,-0.0033,0.0228367649417382
002816,和 科 达,机械设备,专用设备,2021-01-18,2021-02-01,22.12,20.23,-0.0854,-0.0417987247710322
002058,威 尔 泰,电力设备,电网设备,2021-01-04,2021-02-01,12.95,12.56,-0.0301,0.083315412726313
002693,双成药业,医药生物,生物制品,2021-01-25,2021-02-01,3.77,3.58,-0.0504,-0.0242632350582618
002633,申科股份,机械设备,通用设备,2021-01-25,2021-02-01,6.13,5.87,-0.0424,-0.0162632350582618
